step,time,sep
0,0,8.0698
5,0.05,8.0569
10,0.1,8.04392
15,0.15,8.03086
20,0.2,8.01773
25,0.25,8.00452
30,0.3,7.99124
35,0.35,7.97788
40,0.4,7.96444
45,0.45,7.95093
50,0.5,7.93734
55,0.55,7.92367
60,0.6,7.90993
65,0.65,7.89611
70,0.7,7.88221
75,0.75,7.86823
80,0.8,7.85417
85,0.85,7.84003
90,0.9,7.82582
95,0.95,7.81152
100,1,7.79715
105,1.05,7.78269
110,1.1,7.76816
115,1.15,7.75354
120,1.2,7.73884
125,1.25,7.72406
130,1.3,7.7092
135,1.35,7.69426
140,1.4,7.67923
145,1.45,7.66412
150,1.5,7.64893
155,1.55,7.63365
160,1.6,7.61829
165,1.65,7.60285
170,1.7,7.58732
175,1.75,7.5717
180,1.8,7.556
185,1.85,7.54022
190,1.9,7.52435
195,1.95,7.50839
200,2,7.49234
205,2.05,7.47621
210,2.1,7.45998
215,2.15,7.44367
220,2.2,7.42727
225,2.25,7.41079
230,2.3,7.39421
235,2.35,7.37754
240,2.4,7.36078
245,2.45,7.34393
250,2.5,7.32699
255,2.55,7.30995
260,2.6,7.29282
265,2.65,7.2756
270,2.7,7.25829
275,2.75,7.24088
280,2.8,7.22338
285,2.85,7.20578
290,2.9,7.18808
295,2.95,7.17029
300,3,7.1524
305,3.05,7.13442
310,3.1,7.11634
315,3.15,7.09815
320,3.2,7.07987
325,3.25,7.06149
330,3.3,7.04301
335,3.35,7.02443
340,3.4,7.00574
345,3.45,6.98696
350,3.5,6.96807
355,3.55,6.94907
360,3.6,6.92997
365,3.65,6.91077
370,3.7,6.89146
375,3.75,6.87205
380,3.8,6.85253
385,3.85,6.8329
390,3.9,6.81316
395,3.95,6.79332
400,4,6.77336
405,4.05,6.7533
410,4.1,6.73312
415,4.15,6.71283
420,4.2,6.69243
425,4.25,6.67192
430,4.3,6.65129
435,4.35,6.63055
440,4.4,6.60969
445,4.45,6.58871
450,4.5,6.56762
455,4.55,6.54641
460,4.6,6.52508
465,4.65,6.50363
470,4.7,6.48206
475,4.75,6.46037
480,4.8,6.43856
485,4.85,6.41662
490,4.9,6.39456
495,4.95,6.37238
500,5,6.35007
505,5.05,6.32763
510,5.1,6.30506
515,5.15,6.28237
520,5.2,6.25955
525,5.25,6.2366
530,5.3,6.21352
535,5.35,6.1903
540,5.4,6.16695
545,5.45,6.14348
550,5.5,6.11986
555,5.55,6.09611
560,5.6,6.07223
565,5.65,6.04821
570,5.7,6.02405
575,5.75,5.99975
580,5.8,5.97531
585,5.85,5.95073
590,5.9,5.92601
595,5.95,5.90115
600,6,5.87615
605,6.05,5.851
610,6.1,5.82571
615,6.15,5.80027
620,6.2,5.77469
625,6.25,5.74897
630,6.3,5.7231
635,6.35,5.69708
640,6.4,5.67092
645,6.45,5.64461
650,6.5,5.61815
655,6.55,5.59155
660,6.6,5.56479
665,6.65,5.53789
670,6.7,5.51084
675,6.75,5.48364
680,6.8,5.45628
685,6.85,5.42878
690,6.9,5.40112
695,6.95,5.37331
700,7,5.34535
705,7.05,5.31724
710,7.1,5.28897
715,7.15,5.26055
720,7.2,5.23197
725,7.25,5.20324
730,7.3,5.17435
735,7.35,5.1453
740,7.4,5.1161
745,7.45,5.08675
750,7.5,5.05723
755,7.55,5.02757
760,7.6,4.99774
765,7.65,4.96776
770,7.7,4.93762
775,7.75,4.90732
780,7.8,4.87686
785,7.85,4.84624
790,7.9,4.81547
795,7.95,4.78454
800,8,4.75344
805,8.05,4.7222
810,8.1,4.69079
815,8.15,4.65923
820,8.2,4.62751
825,8.25,4.59563
830,8.3,4.56359
835,8.35,4.53139
840,8.4,4.49903
845,8.45,4.46651
850,8.5,4.43383
855,8.55,4.40099
860,8.6,4.36799
865,8.65,4.33483
870,8.7,4.30151
875,8.75,4.26804
880,8.8,4.2344
885,8.85,4.20061
890,8.9,4.16666
895,8.95,4.13255
900,9,4.09828
905,9.05,4.06385
910,9.1,4.02927
915,9.15,3.99453
920,9.2,3.95962
925,9.25,3.92456
930,9.3,3.88934
935,9.35,3.85395
940,9.4,3.81841
945,9.45,3.7827
950,9.5,3.74683
955,9.55,3.71081
960,9.6,3.67462
965,9.65,3.63828
970,9.7,3.60178
975,9.75,3.56513
980,9.8,3.52832
985,9.85,3.49136
990,9.9,3.45425
995,9.95,3.41699
1000,10,3.37958
1005,10.05,3.34203
1010,10.1,3.30434
1015,10.15,3.26651
1020,10.2,3.22854
1025,10.25,3.19044
1030,10.3,3.1522
1035,10.35,3.11382
1040,10.4,3.07532
1045,10.45,3.0367
1050,10.5,2.99795
1055,10.55,2.95908
1060,10.6,2.92009
1065,10.65,2.881
1070,10.7,2.8418
1075,10.75,2.8025
1080,10.8,2.76311
1085,10.85,2.72364
1090,10.9,2.6841
1095,10.95,2.6445
1100,11,2.60485
1105,11.05,2.56517
1110,11.1,2.52546
1115,11.15,2.48574
1120,11.2,2.44603
1125,11.25,2.40635
1130,11.3,2.36672
1135,11.35,2.32715
1140,11.4,2.28768
1145,11.45,2.24833
1150,11.5,2.20912
1155,11.55,2.17008
1160,11.6,2.13124
1165,11.65,2.09264
1170,11.7,2.05431
1175,11.75,2.01629
1180,11.8,1.97861
1185,11.85,1.94131
1190,11.9,1.90443
1195,11.95,1.868
1200,12,1.83206
1205,12.05,1.79664
1210,12.1,1.76179
1215,12.15,1.72755
1220,12.2,1.69397
1225,12.25,1.6611
1230,12.3,1.62898
1235,12.35,1.59767
1240,12.4,1.56721
1245,12.45,1.53766
1250,12.5,1.50908
1255,12.55,1.48152
1260,12.6,1.45505
1265,12.65,1.42974
1270,12.7,1.40565
1275,12.75,1.38285
1280,12.8,1.36141
1285,12.85,1.3414
1290,12.9,1.32286
1295,12.95,1.30584
1300,13,1.29037
1305,13.05,1.27646
1310,13.1,1.2641
1315,13.15,1.25327
1320,13.2,1.24396
1325,13.25,1.23612
1330,13.3,1.2297
1335,13.35,1.22466
1340,13.4,1.22091
1345,13.45,1.21839
1350,13.5,1.21705
1355,13.55,1.2168
1360,13.6,1.21759
1365,13.65,1.21936
1370,13.7,1.22204
1375,13.75,1.22559
1380,13.8,1.22996
1385,13.85,1.23508
1390,13.9,1.24091
1395,13.95,1.24739
1400,14,1.25448
1405,14.05,1.26213
1410,14.1,1.27029
1415,14.15,1.27891
1420,14.2,1.28796
1425,14.25,1.29738
1430,14.3,1.30714
1435,14.35,1.31719
1440,14.4,1.32748
1445,14.45,1.33799
1450,14.5,1.34867
1455,14.55,1.35948
1460,14.6,1.37039
1465,14.65,1.38137
1470,14.7,1.39237
1475,14.75,1.40338
1480,14.8,1.41436
1485,14.85,1.42528
1490,14.9,1.43614
1495,14.95,1.44689
1500,15,1.45753
1505,15.05,1.46804
1510,15.1,1.47841
1515,15.15,1.48861
1520,15.2,1.49863
1525,15.25,1.50846
1530,15.3,1.51808
1535,15.35,1.52748
1540,15.4,1.53664
1545,15.45,1.54557
1550,15.5,1.55425
1555,15.55,1.56267
1560,15.6,1.57082
1565,15.65,1.57871
1570,15.7,1.58632
1575,15.75,1.59366
1580,15.8,1.60072
1585,15.85,1.6075
1590,15.9,1.61402
1595,15.95,1.62026
1600,16,1.62624
1605,16.05,1.63196
1610,16.1,1.63742
1615,16.15,1.64265
1620,16.2,1.64763
1625,16.25,1.65237
1630,16.3,1.65689
1635,16.35,1.66118
1640,16.4,1.66525
1645,16.45,1.66911
1650,16.5,1.67275
1655,16.55,1.67618
1660,16.6,1.67941
1665,16.65,1.68242
1670,16.7,1.68522
1675,16.75,1.68782
1680,16.8,1.69021
1685,16.85,1.6924
1690,16.9,1.69439
1695,16.95,1.69618
1700,17,1.69777
1705,17.05,1.69915
1710,17.1,1.70034
1715,17.15,1.70132
1720,17.2,1.7021
1725,17.25,1.70268
1730,17.3,1.70305
1735,17.35,1.70322
1740,17.4,1.70318
1745,17.45,1.70293
1750,17.5,1.70246
1755,17.55,1.70178
1760,17.6,1.70087
1765,17.65,1.69973
1770,17.7,1.69836
1775,17.75,1.69676
1780,17.8,1.69491
1785,17.85,1.69282
1790,17.9,1.69048
1795,17.95,1.68786
1800,18,1.68498
1805,18.05,1.68181
1810,18.1,1.67834
1815,18.15,1.67458
1820,18.2,1.67057
1825,18.25,1.66644
1830,18.3,1.66233
1835,18.35,1.65838
1840,18.4,1.65467
1845,18.45,1.65128
1850,18.5,1.64822
1855,18.55,1.64549
1860,18.6,1.6431
1865,18.65,1.64103
1870,18.7,1.63928
1875,18.75,1.63784
1880,18.8,1.6367
1885,18.85,1.63586
1890,18.9,1.6353
1895,18.95,1.63502
1900,19,1.63502
1905,19.05,1.6353
1910,19.1,1.63585
1915,19.15,1.63667
1920,19.2,1.63776
1925,19.25,1.63912
1930,19.3,1.64073
