step,time,sep
1935,19.35,1.6426
1940,19.4,1.64472
1945,19.45,1.64708
1950,19.5,1.64967
1955,19.55,1.65248
1960,19.6,1.6555
1965,19.65,1.6587
1970,19.7,1.66206
1975,19.75,1.66557
1980,19.8,1.66921
1985,19.85,1.67299
1990,19.9,1.67688
1995,19.95,1.68088
2000,20,1.68496
2005,20.05,1.68912
2010,20.1,1.69332
2015,20.15,1.69755
2020,20.2,1.70181
2025,20.25,1.70609
2030,20.3,1.71039
2035,20.35,1.71471
2040,20.4,1.71904
2045,20.45,1.72339
2050,20.5,1.72775
2055,20.55,1.73211
2060,20.6,1.73649
2065,20.65,1.74088
2070,20.7,1.74529
2075,20.75,1.74972
2080,20.8,1.75419
2085,20.85,1.75869
2090,20.9,1.76325
2095,20.95,1.76786
2100,21,1.77253
2105,21.05,1.77724
2110,21.1,1.78203
2115,21.15,1.78689
2120,21.2,1.79183
2125,21.25,1.79684
2130,21.3,1.80193
2135,21.35,1.80709
2140,21.4,1.81231
2145,21.45,1.8176
2150,21.5,1.82295
2155,21.55,1.82836
2160,21.6,1.83382
2165,21.65,1.83934
2170,21.7,1.84492
2175,21.75,1.85054
2180,21.8,1.8562
2185,21.85,1.8619
2190,21.9,1.86763
2195,21.95,1.87339
2200,22,1.87919
2205,22.05,1.88501
2210,22.1,1.89087
2215,22.15,1.89677
2220,22.2,1.9027
2225,22.25,1.90868
2230,22.3,1.91472
2235,22.35,1.92081
2240,22.4,1.92696
2245,22.45,1.93316
2250,22.5,1.93941
2255,22.55,1.94572
2260,22.6,1.95208
2265,22.65,1.95852
2270,22.7,1.96502
2275,22.75,1.9716
2280,22.8,1.97824
2285,22.85,1.98497
2290,22.9,1.99178
2295,22.95,1.99869
2300,23,2.00571
2305,23.05,2.01285
2310,23.1,2.02011
2315,23.15,2.02751
2320,23.2,2.03504
2325,23.25,2.04273
2330,23.3,2.05057
2335,23.35,2.05858
2340,23.4,2.06678
2345,23.45,2.07516
2350,23.5,2.08375
2355,23.55,2.09257
2360,23.6,2.10164
2365,23.65,2.111
2370,23.7,2.12068
2375,23.75,2.13072
2380,23.8,2.14116
2385,23.85,2.15205
2390,23.9,2.16343
2395,23.95,2.17538
2400,24,2.18795
2405,24.05,2.20122
2410,24.1,2.21524
2415,24.15,2.23005
2420,24.2,2.24569
2425,24.25,2.26212
2430,24.3,2.27929
2435,24.35,2.29706
2440,24.4,2.3153
2445,24.45,2.33381
2450,24.5,2.35242
2455,24.55,2.37094
2460,24.6,2.38923
2465,24.65,2.40717
2470,24.7,2.4247
2475,24.75,2.44176
2480,24.8,2.45832
2485,24.85,2.47435
2490,24.9,2.48983
2495,24.95,2.50477
2500,25,2.51914
2505,25.05,2.53295
2510,25.1,2.54621
2515,25.15,2.55892
2520,25.2,2.57111
2525,25.25,2.58277
2530,25.3,2.59393
2535,25.35,2.6046
2540,25.4,2.61481
2545,25.45,2.62458
2550,25.5,2.63393
2555,25.55,2.64291
2560,25.6,2.65152
2565,25.65,2.65979
2570,25.7,2.66773
2575,25.75,2.67536
2580,25.8,2.68269
2585,25.85,2.68974
2590,25.9,2.69651
2595,25.95,2.70298
2600,26,2.70914
2605,26.05,2.71497
2610,26.1,2.72048
2615,26.15,2.72568
2620,26.2,2.73068
2625,26.25,2.73564
2630,26.3,2.74081
2635,26.35,2.74648
2640,26.4,2.75282
2645,26.45,2.75988
2650,26.5,2.76764
2655,26.55,2.77601
2660,26.6,2.78489
2665,26.65,2.79421
2670,26.7,2.80388
2675,26.75,2.81383
2680,26.8,2.82398
2685,26.85,2.83422
2690,26.9,2.84445
2695,26.95,2.85458
2700,27,2.86453
2705,27.05,2.87424
2710,27.1,2.88367
2715,27.15,2.89279
2720,27.2,2.90158
2725,27.25,2.91006
2730,27.3,2.9182
2735,27.35,2.92603
2740,27.4,2.93356
2745,27.45,2.94082
2750,27.5,2.94788
2755,27.55,2.95477
2760,27.6,2.96157
2765,27.65,2.96828
2770,27.7,2.97491
2775,27.75,2.98145
2780,27.8,2.9879
2785,27.85,2.99425
2790,27.9,3.00051
2795,27.95,3.00669
2800,28,3.01281
2805,28.05,3.01888
2810,28.1,3.02491
2815,28.15,3.03089
2820,28.2,3.03681
2825,28.25,3.04266
2830,28.3,3.04844
2835,28.35,3.05417
2840,28.4,3.05988
2845,28.45,3.06558
2850,28.5,3.07127
2855,28.55,3.07695
2860,28.6,3.08261
2865,28.65,3.08822
2870,28.7,3.09379
2875,28.75,3.0993
2880,28.8,3.10476
2885,28.85,3.11014
2890,28.9,3.11545
2895,28.95,3.12066
2900,29,3.12574
2905,29.05,3.13071
2910,29.1,3.13554
2915,29.15,3.14025
2920,29.2,3.14482
2925,29.25,3.14925
2930,29.3,3.15354
2935,29.35,3.15769
2940,29.4,3.16171
2945,29.45,3.16563
2950,29.5,3.16948
2955,29.55,3.17327
2960,29.6,3.17701
2965,29.65,3.18071
2970,29.7,3.18437
2975,29.75,3.18799
2980,29.8,3.19158
2985,29.85,3.19512
2990,29.9,3.1986
2995,29.95,3.20199
3000,30,3.2053
