step,time,id,x,y,vx,vy
4520,22.6,0,0.963122,0.269076,-0.190263,0.681017
4520,22.6,1,-0.963122,-0.269076,0.190263,-0.681017
4540,22.7,0,0.941705,0.336448,-0.237902,0.665874
4540,22.7,1,-0.941705,-0.336448,0.237902,-0.665874
4560,22.8,0,0.915581,0.40214,-0.284352,0.647402
4560,22.8,1,-0.915581,-0.40214,0.284352,-0.647402
4580,22.9,0,0.884882,0.465821,-0.329381,0.625694
4580,22.9,1,-0.884882,-0.465821,0.329381,-0.625694
4600,23,0,0.84976,0.527175,-0.372763,0.60086
4600,23,1,-0.84976,-0.527175,0.372763,-0.60086
4620,23.1,0,0.810391,0.585893,-0.414283,0.573022
4620,23.1,1,-0.810391,-0.585893,0.414283,-0.573022
4640,23.2,0,0.766972,0.641684,-0.453732,0.542321
4640,23.2,1,-0.766972,-0.641684,0.453732,-0.542321
4660,23.3,0,0.71972,0.694267,-0.490914,0.508909
4660,23.3,1,-0.71972,-0.694267,0.490914,-0.508909
4680,23.4,0,0.668871,0.743381,-0.525642,0.472954
4680,23.4,1,-0.668871,-0.743381,0.525642,-0.472954
4700,23.5,0,0.614679,0.78878,-0.557744,0.434635
4700,23.5,1,-0.614679,-0.78878,0.557744,-0.434635
4720,23.6,0,0.557415,0.830236,-0.587057,0.394144
4720,23.6,1,-0.557415,-0.830236,0.587057,-0.394144
4740,23.7,0,0.497365,0.867543,-0.613437,0.351683
4740,23.7,1,-0.497365,-0.867543,0.613437,-0.351683
4760,23.8,0,0.434829,0.900514,-0.636751,0.307465
4760,23.8,1,-0.434829,-0.900514,0.636751,-0.307465
4780,23.9,0,0.370121,0.928985,-0.656882,0.26171
4780,23.9,1,-0.370121,-0.928985,0.656882,-0.26171
4800,24,0,0.303562,0.952813,-0.673731,0.214646
4800,24,1,-0.303562,-0.952813,0.673731,-0.214646
4820,24.1,0,0.235486,0.971878,-0.687213,0.16651
4820,24.1,1,-0.235486,-0.971878,0.687213,-0.16651
4840,24.2,0,0.166234,0.986087,-0.697259,0.117542
4840,24.2,1,-0.166234,-0.986087,0.697259,-0.117542
4860,24.3,0,0.0961504,0.995367,-0.703822,0.0679865
4860,24.3,1,-0.0961504,-0.995367,0.703822,-0.0679865
4880,24.4,0,0.0255865,0.999673,-0.706866,0.0180911
4880,24.4,1,-0.0255865,-0.999673,0.706866,-0.0180911
4900,24.5,0,-0.0451054,0.998983,-0.706378,-0.0318948
4900,24.5,1,0.0451054,-0.998983,0.706378,0.0318948
4920,24.6,0,-0.115572,0.993299,-0.70236,-0.0817213
4920,24.6,1,0.115572,-0.993299,0.70236,0.0817213
4940,24.7,0,-0.185461,0.982652,-0.694831,-0.131139
4940,24.7,1,0.185461,-0.982652,0.694831,0.131139
4960,24.8,0,-0.254422,0.967093,-0.683829,-0.179902
4960,24.8,1,0.254422,-0.967093,0.683829,0.179902
4980,24.9,0,-0.322113,0.946701,-0.66941,-0.227766
4980,24.9,1,0.322113,-0.946701,0.66941,0.227766
5000,25,0,-0.388193,0.921578,-0.651646,-0.274491
5000,25,1,0.388193,-0.921578,0.651646,0.274491
5020,25.1,0,-0.452334,0.891849,-0.630624,-0.319844
5020,25.1,1,0.452334,-0.891849,0.630624,0.319844
5040,25.2,0,-0.514213,0.857662,-0.606451,-0.363599
5040,25.2,1,0.514213,-0.857662,0.606451,0.363599
5060,25.3,0,-0.573523,0.819189,-0.579247,-0.405537
5060,25.3,1,0.573523,-0.819189,0.579247,0.405537
5080,25.4,0,-0.629966,0.776622,-0.549148,-0.445448
5080,25.4,1,0.629966,-0.776622,0.549148,0.445448
5100,25.5,0,-0.683261,0.730174,-0.516305,-0.483132
5100,25.5,1,0.683261,-0.730174,0.516305,0.483132
5120,25.6,0,-0.733142,0.680076,-0.480881,-0.518402
5120,25.6,1,0.733142,-0.680076,0.480881,0.518402
5140,25.7,0,-0.779358,0.62658,-0.443054,-0.551081
5140,25.7,1,0.779358,-0.62658,0.443054,0.551081
5160,25.8,0,-0.821679,0.569952,-0.403012,-0.581006
5160,25.8,1,0.821679,-0.569952,0.403012,0.581006
5180,25.9,0,-0.859893,0.510475,-0.360956,-0.608028
5180,25.9,1,0.859893,-0.510475,0.360956,0.608028
5200,26,0,-0.89381,0.448447,-0.317097,-0.63201
5200,26,1,0.89381,-0.448447,0.317097,0.63201
5220,26.1,0,-0.92326,0.384178,-0.271652,-0.652834
5220,26.1,1,0.92326,-0.384178,0.271652,0.652834
5240,26.2,0,-0.948095,0.317989,-0.22485,-0.670395
5240,26.2,1,0.948095,-0.317989,0.22485,0.670395
5260,26.3,0,-0.968192,0.25021,-0.176924,-0.684605
5260,26.3,1,0.968192,-0.25021,0.176924,0.684605
5280,26.4,0,-0.983451,0.181182,-0.128114,-0.695394
5280,26.4,1,0.983451,-0.181182,0.128114,0.695394
5300,26.5,0,-0.993794,0.111247,-0.078664,-0.702708
5300,26.5,1,0.993794,-0.111247,0.078664,0.702708
5320,26.6,0,-0.99917,0.0407568,-0.0288205,-0.706509
5320,26.6,1,0.99917,-0.0407568,0.0288205,0.706509
5340,26.7,0,-0.999553,-0.0299373,0.0211669,-0.70678
5340,26.7,1,0.999553,0.0299373,-0.0211669,0.70678
5360,26.8,0,-0.994941,-0.100482,0.0710486,-0.703518
5360,26.8,1,0.994941,0.100482,-0.0710486,0.703518
5380,26.9,0,-0.985355,-0.170524,0.120575,-0.69674
5380,26.9,1,0.985355,0.170524,-0.120575,0.69674
5400,27,0,-0.970846,-0.239714,0.169499,-0.686481
5400,27,1,0.970846,0.239714,-0.169499,0.686481
5420,27.1,0,-0.951484,-0.307706,0.217576,-0.67279
5420,27.1,1,0.951484,0.307706,-0.217576,0.67279
5440,27.2,0,-0.927367,-0.37416,0.264565,-0.655737
5440,27.2,1,0.927367,0.37416,-0.264565,0.655737
5460,27.3,0,-0.898615,-0.438744,0.310233,-0.635406
5460,27.3,1,0.898615,0.438744,-0.310233,0.635406
5480,27.4,0,-0.865372,-0.501136,0.354349,-0.6119
5480,27.4,1,0.865372,0.501136,-0.354349,0.6119
5500,27.5,0,-0.827804,-0.561023,0.396695,-0.585336
5500,27.5,1,0.827804,0.561023,-0.396695,0.585336
5520,27.6,0,-0.786099,-0.618106,0.437058,-0.555846
5520,27.6,1,0.786099,0.618106,-0.437058,0.555846
5540,27.7,0,-0.740465,-0.672099,0.475237,-0.523579
5540,27.7,1,0.740465,0.672099,-0.475237,0.523579
5560,27.8,0,-0.69113,-0.722734,0.51104,-0.488694
5560,27.8,1,0.69113,0.722734,-0.51104,0.488694
5580,27.9,0,-0.638342,-0.769757,0.54429,-0.451368
5580,27.9,1,0.638342,0.769757,-0.54429,0.451368
5600,28,0,-0.582363,-0.812933,0.574819,-0.411785
5600,28,1,0.582363,0.812933,-0.574819,0.411785
5620,28.1,0,-0.523473,-0.852046,0.602476,-0.370145
5620,28.1,1,0.523473,0.852046,-0.602476,0.370145
5640,28.2,0,-0.461968,-0.8869,0.627121,-0.326654
5640,28.2,1,0.461968,0.8869,-0.627121,0.326654
5660,28.3,0,-0.398153,-0.917322,0.648633,-0.281532
5660,28.3,1,0.398153,0.917322,-0.648633,0.281532
5680,28.4,0,-0.332349,-0.94316,0.666902,-0.235002
5680,28.4,1,0.332349,0.94316,-0.666902,0.235002
5700,28.5,0,-0.264884,-0.964284,0.681839,-0.187297
5700,28.5,1,0.264884,0.964284,-0.681839,0.187297
5720,28.6,0,-0.196094,-0.980588,0.693368,-0.138657
5720,28.6,1,0.196094,0.980588,-0.693368,0.138657
5740,28.7,0,-0.126325,-0.991992,0.701431,-0.0893232
5740,28.7,1,0.126325,0.991992,-0.701431,0.0893232
5760,28.8,0,-0.0559248,-0.998438,0.705989,-0.0395433
5760,28.8,1,0.0559248,0.998438,-0.705989,0.0395433
5780,28.9,0,0.0147552,-0.999894,0.707019,0.0104342
5780,28.9,1,-0.0147552,0.999894,-0.707019,-0.0104342
5800,29,0,0.0853615,-0.996353,0.704515,0.0603596
5800,29,1,-0.0853615,0.996353,-0.704515,-0.0603596
5820,29.1,0,0.155541,-0.987832,0.69849,0.109983
5820,29.1,1,-0.155541,0.987832,-0.69849,-0.109983
5840,29.2,0,0.224943,-0.974374,0.688974,0.159057
5840,29.2,1,-0.224943,0.974374,-0.688974,-0.159057
5860,29.3,0,0.293222,-0.956047,0.676015,0.207337
5860,29.3,1,-0.293222,0.956047,-0.676015,-0.207337
5880,29.4,0,0.360034,-0.932942,0.659678,0.25458
5880,29.4,1,-0.360034,0.932942,-0.659678,-0.25458
5900,29.5,0,0.425047,-0.905173,0.640043,0.30055
5900,29.5,1,-0.425047,0.905173,-0.640043,-0.30055
5920,29.6,0,0.487936,-0.872881,0.61721,0.345019
5920,29.6,1,-0.487936,0.872881,-0.61721,-0.345019
5940,29.7,0,0.548387,-0.836227,0.591291,0.387763
5940,29.7,1,-0.548387,0.836227,-0.591291,-0.387763
5960,29.8,0,0.606096,-0.795393,0.562418,0.428569
5960,29.8,1,-0.606096,0.795393,-0.562418,-0.428569
5980,29.9,0,0.660777,-0.750584,0.530734,0.467234
5980,29.9,1,-0.660777,0.750584,-0.530734,-0.467234
6000,30,0,0.712155,-0.702024,0.496397,0.503563
6000,30,1,-0.712155,0.702024,-0.496397,-0.503563
6020,30.1,0,0.759974,-0.649955,0.45958,0.537376
6020,30.1,1,-0.759974,0.649955,-0.45958,-0.537376
6040,30.2,0,0.803995,-0.594638,0.420466,0.568503
6040,30.2,1,-0.803995,0.594638,-0.420466,-0.568503
6060,30.3,0,0.843997,-0.536349,0.37925,0.596788
6060,30.3,1,-0.843997,0.536349,-0.37925,-0.596788
6080,30.4,0,0.879781,-0.47538,0.336138,0.622091
6080,30.4,1,-0.879781,0.47538,-0.336138,-0.622091
6100,30.5,0,0.911169,-0.412035,0.291347,0.644285
6100,30.5,1,-0.911169,0.412035,-0.291347,-0.644285
6120,30.6,0,0.938003,-0.34663,0.2451,0.663259
6120,30.6,1,-0.938003,0.34663,-0.2451,-0.663259
6140,30.7,0,0.960148,-0.279493,0.197628,0.678919
6140,30.7,1,-0.960148,0.279493,-0.197628,-0.678919
6160,30.8,0,0.977495,-0.210959,0.149168,0.691185
6160,30.8,1,-0.977495,0.210959,-0.149168,-0.691185
6180,30.9,0,0.989957,-0.141371,0.0999622,0.699996
6180,30.9,1,-0.989957,0.141371,-0.0999622,-0.699996
6200,31,0,0.997471,-0.0710761,0.0502571,0.70531
6200,31,1,-0.997471,0.0710761,-0.0502571,-0.70531
6220,31.1,0,1,-0.000426154,0.000300847,0.707098
6220,31.1,1,-1,0.000426154,-0.000300847,-0.707098
6240,31.2,0,0.997531,0.0702259,-0.0496569,0.705352
6240,31.2,1,-0.997531,-0.0702259,0.0496569,-0.705352
6260,31.3,0,0.990077,0.140527,-0.0993666,0.700081
6260,31.3,1,-0.990077,-0.140527,0.0993666,-0.700081
6280,31.4,0,0.977674,0.210126,-0.14858,0.691312
6280,31.4,1,-0.977674,-0.210126,0.14858,-0.691312
6300,31.5,0,0.960386,0.278674,-0.19705,0.679087
6300,31.5,1,-0.960386,-0.278674,0.19705,-0.679087
6320,31.6,0,0.938297,0.34583,-0.244536,0.663468
6320,31.6,1,-0.938297,-0.34583,0.244536,-0.663468
6340,31.7,0,0.911519,0.411258,-0.290799,0.644533
6340,31.7,1,-0.911519,-0.411258,0.290799,-0.644533
6360,31.8,0,0.880186,0.47463,-0.335609,0.622378
6360,31.8,1,-0.880186,-0.47463,0.335609,-0.622378
6380,31.9,0,0.844453,0.53563,-0.378742,0.597111
6380,31.9,1,-0.844453,-0.53563,0.378742,-0.597111
6400,32,0,0.8045,0.593953,-0.419982,0.568861
6400,32,1,-0.8045,-0.593953,0.419982,-0.568861
6420,32.1,0,0.760527,0.649307,-0.459123,0.537767
6420,32.1,1,-0.760527,-0.649307,0.459123,-0.537767
6440,32.2,0,0.712752,0.701417,-0.495969,0.503986
6440,32.2,1,-0.712752,-0.701417,0.495969,-0.503986
6460,32.3,0,0.661415,0.750021,-0.530337,0.467686
6460,32.3,1,-0.661415,-0.750021,0.530337,-0.467686
6480,32.4,0,0.606773,0.794876,-0.562054,0.429048
6480,32.4,1,-0.606773,-0.794876,0.562054,-0.429048
6500,32.5,0,0.549098,0.835759,-0.590962,0.388266
6500,32.5,1,-0.549098,-0.835759,0.590962,-0.388266
6520,32.6,0,0.488679,0.872465,-0.616916,0.345544
6520,32.6,1,-0.488679,-0.872465,0.616916,-0.345544
6540,32.7,0,0.425817,0.904811,-0.639788,0.301095
6540,32.7,1,-0.425817,-0.904811,0.639788,-0.301095
6560,32.8,0,0.360827,0.932634,-0.659461,0.255141
6560,32.8,1,-0.360827,-0.932634,0.659461,-0.255141
6580,32.9,0,0.294034,0.955796,-0.675839,0.207912
6580,32.9,1,-0.294034,-0.955796,0.675839,-0.207912
6600,33,0,0.225772,0.974182,-0.688839,0.159644
6600,33,1,-0.225772,-0.974182,0.688839,-0.159644
6620,33.1,0,0.156381,0.987699,-0.698397,0.110578
6620,33.1,1,-0.156381,-0.987699,0.698397,-0.110578
6640,33.2,0,0.0862085,0.996279,-0.704464,0.0609592
6640,33.2,1,-0.0862085,-0.996279,0.704464,-0.0609592
6660,33.3,0,0.0156052,0.99988,-0.70701,0.0110359
6660,33.3,1,-0.0156052,-0.99988,0.70701,-0.0110359
6680,33.4,0,-0.055076,0.998484,-0.706023,-0.0389426
6680,33.4,1,0.055076,-0.998484,0.706023,0.0389426
6700,33.5,0,-0.125482,0.992098,-0.701508,-0.0887263
6700,33.5,1,0.125482,-0.992098,0.701508,0.0887263
6720,33.6,0,-0.195261,0.980754,-0.693486,-0.138067
6720,33.6,1,0.195261,-0.980754,0.693486,0.138067
6740,33.7,0,-0.264064,0.964508,-0.681998,-0.186717
6740,33.7,1,0.264064,-0.964508,0.681998,0.186717
6760,33.8,0,-0.331547,0.943441,-0.667102,-0.234434
6760,33.8,1,0.331547,-0.943441,0.667102,0.234434
6780,33.9,0,-0.397374,0.91766,-0.648872,-0.28098
6780,33.9,1,0.397374,-0.91766,0.648872,0.28098
6800,34,0,-0.461214,0.887292,-0.627399,-0.326121
6800,34,1,0.461214,-0.887292,0.627399,0.326121
6820,34.1,0,-0.522749,0.85249,-0.602791,-0.369632
6820,34.1,1,0.522749,-0.85249,0.602791,0.369632
6840,34.2,0,-0.581672,0.813427,-0.57517,-0.411296
6840,34.2,1,0.581672,-0.813427,0.57517,0.411296
6860,34.3,0,-0.637687,0.770299,-0.544674,-0.450904
6860,34.3,1,0.637687,-0.770299,0.544674,0.450904
6880,34.4,0,-0.690516,0.723321,-0.511456,-0.488259
6880,34.4,1,0.690516,-0.723321,0.511456,0.488259
6900,34.5,0,-0.739894,0.672728,-0.475682,-0.523174
6900,34.5,1,0.739894,-0.672728,0.475682,0.523174
6920,34.6,0,-0.785573,0.618774,-0.437531,-0.555474
6920,34.6,1,0.785573,-0.618774,0.437531,0.555474
6940,34.7,0,-0.827327,0.561726,-0.397193,-0.584998
6940,34.7,1,0.827327,-0.561726,0.397193,0.584998
6960,34.8,0,-0.864946,0.501871,-0.35487,-0.611598
6960,34.8,1,0.864946,-0.501871,0.35487,0.611598
6980,34.9,0,-0.898242,0.439508,-0.310773,-0.635141
6980,34.9,1,0.898242,-0.439508,0.310773,0.635141
7000,35,0,-0.927049,0.374948,-0.265123,-0.655511
7000,35,1,0.927049,-0.374948,0.265123,0.655511
7020,35.1,0,-0.951223,0.308515,-0.218148,-0.672604
7020,35.1,1,0.951223,-0.308515,0.218148,0.672604
7040,35.2,0,-0.970642,0.240539,-0.170083,-0.686336
7040,35.2,1,0.970642,-0.240539,0.170083,0.686336
7060,35.3,0,-0.985211,0.171362,-0.121168,-0.696637
7060,35.3,1,0.985211,-0.171362,0.121168,0.696637
7080,35.4,0,-0.994856,0.101328,-0.0716472,-0.703457
7080,35.4,1,0.994856,-0.101328,0.0716472,0.703457
7100,35.5,0,-0.999528,0.0307874,-0.0217683,-0.706761
7100,35.5,1,0.999528,-0.0307874,0.0217683,0.706761
7120,35.6,0,-0.999206,-0.0399069,0.0282193,-0.706533
7120,35.6,1,0.999206,0.0399069,-0.0282193,0.706533
7140,35.7,0,-0.993889,-0.110402,0.0780659,-0.702774
7140,35.7,1,0.993889,0.110402,-0.0780659,0.702774
7160,35.8,0,-0.983606,-0.180345,0.127522,-0.695502
7160,35.8,1,0.983606,0.180345,-0.127522,0.695502
7180,35.9,0,-0.968406,-0.249387,0.176342,-0.684755
7180,35.9,1,0.968406,0.249387,-0.176342,0.684755
7200,36,0,-0.948367,-0.317182,0.224279,-0.670585
7200,36,1,0.948367,0.317182,-0.224279,0.670585
7220,36.1,0,-0.923587,-0.383392,0.271096,-0.653064
7220,36.1,1,0.923587,0.383392,-0.271096,0.653064
7240,36.2,0,-0.894192,-0.447686,0.316559,-0.632279
7240,36.2,1,0.894192,0.447686,-0.316559,0.632279
7260,36.3,0,-0.860328,-0.509743,0.360439,-0.608334
7260,36.3,1,0.860328,0.509743,-0.360439,0.608334
7280,36.4,0,-0.822165,-0.569252,0.402517,-0.581349
7280,36.4,1,0.822165,0.569252,-0.402517,0.581349
7300,36.5,0,-0.779892,-0.625916,0.442584,-0.551458
7300,36.5,1,0.779892,0.625916,-0.442584,0.551458
7320,36.6,0,-0.733721,-0.679452,0.480439,-0.518811
7320,36.6,1,0.733721,0.679452,-0.480439,0.518811
7340,36.7,0,-0.683884,-0.729592,0.515893,-0.483571
7340,36.7,1,0.683884,0.729592,-0.515893,0.483571
7360,36.8,0,-0.630628,-0.776086,0.548769,-0.445915
7360,36.8,1,0.630628,0.776086,-0.548769,0.445915
7380,36.9,0,-0.574221,-0.818701,0.578902,-0.406029
7380,36.9,1,0.574221,0.818701,-0.578902,0.406029
7400,37,0,-0.514944,-0.857224,0.606141,-0.364115
7400,37,1,0.514944,0.857224,-0.606141,0.364115
7420,37.1,0,-0.453094,-0.891463,0.630352,-0.320381
7420,37.1,1,0.453094,0.891463,-0.630352,0.320381
7440,37.2,0,-0.388979,-0.921247,0.651412,-0.275045
7440,37.2,1,0.388979,0.921247,-0.651412,0.275045
7460,37.3,0,-0.32292,-0.946427,0.669216,-0.228335
7460,37.3,1,0.32292,0.946427,-0.669216,0.228335
7480,37.4,0,-0.255247,-0.966876,0.683676,-0.180484
7480,37.4,1,0.255247,0.966876,-0.683676,0.180484
7500,37.5,0,-0.186298,-0.982493,0.694719,-0.131731
7500,37.5,1,0.186298,0.982493,-0.694719,0.131731
7520,37.6,0,-0.116418,-0.9932,0.70229,-0.0823189
7520,37.6,1,0.116418,0.9932,-0.70229,0.0823189
7540,37.7,0,-0.0459567,-0.998943,0.706351,-0.0324959
7540,37.7,1,0.0459567,0.998943,-0.706351,0.0324959
7560,37.8,0,0.0247345,-0.999694,0.706882,0.0174896
7560,37.8,1,-0.0247345,0.999694,-0.706882,-0.0174896
7580,37.9,0,0.0953021,-0.995448,0.70388,0.0673876
7580,37.9,1,-0.0953021,0.995448,-0.70388,-0.0673876
7600,38,0,0.165393,-0.986228,0.69736,0.116949
7600,38,1,-0.165393,0.986228,-0.69736,-0.116949
7620,38.1,0,0.234658,-0.972078,0.687354,0.165926
7620,38.1,1,-0.234658,0.972078,-0.687354,-0.165926
7640,38.2,0,0.30275,-0.95307,0.673914,0.214073
7640,38.2,1,-0.30275,0.95307,-0.673914,-0.214073
7660,38.3,0,0.369329,-0.929299,0.657105,0.261151
7660,38.3,1,-0.369329,0.929299,-0.657105,-0.261151
7680,38.4,0,0.434062,-0.900883,0.637013,0.306923
7680,38.4,1,-0.434062,0.900883,-0.637013,-0.306923
7700,38.5,0,0.496626,-0.867965,0.613737,0.351162
7700,38.5,1,-0.496626,0.867965,-0.613737,-0.351162
7720,38.6,0,0.556707,-0.830709,0.587393,0.393645
7720,38.6,1,-0.556707,0.830709,-0.587393,-0.393645
7740,38.7,0,0.614007,-0.789302,0.558114,0.434161
7740,38.7,1,-0.614007,0.789302,-0.558114,-0.434161
7760,38.8,0,0.668237,-0.743949,0.526045,0.472507
7760,38.8,1,-0.668237,0.743949,-0.526045,-0.472507
7780,38.9,0,0.719128,-0.694879,0.491347,0.508492
7780,38.9,1,-0.719128,0.694879,-0.491347,-0.508492
7800,39,0,0.766425,-0.642336,0.454194,0.541935
7800,39,1,-0.766425,0.642336,-0.454194,-0.541935
7820,39.1,0,0.809892,-0.586582,0.414771,0.57267
7820,39.1,1,-0.809892,0.586582,-0.414771,-0.57267
7840,39.2,0,0.84931,-0.527897,0.373275,0.600543
7840,39.2,1,-0.84931,0.527897,-0.373275,-0.600543
7860,39.3,0,0.884484,-0.466573,0.329913,0.625414
7860,39.3,1,-0.884484,0.466573,-0.329913,-0.625414
7880,39.4,0,0.915238,-0.402918,0.284903,0.64716
7880,39.4,1,-0.915238,0.402918,-0.284903,-0.64716
7900,39.5,0,0.941418,-0.337249,0.238468,0.665671
7900,39.5,1,-0.941418,0.337249,-0.238468,-0.665671
7920,39.6,0,0.962892,-0.269894,0.190842,0.680856
7920,39.6,1,-0.962892,0.269894,-0.190842,-0.680856
7940,39.7,0,0.979554,-0.201191,0.142262,0.692638
7940,39.7,1,-0.979554,0.201191,-0.142262,-0.692638
7960,39.8,0,0.991321,-0.131482,0.0929713,0.700958
7960,39.8,1,-0.991321,0.131482,-0.0929713,-0.700958
7980,39.9,0,0.998133,-0.0611156,0.0432158,0.705774
7980,39.9,1,-0.998133,0.0611156,-0.0432158,-0.705774
8000,40,0,0.999957,0.00955588,-0.00675575,0.707064
8000,40,1,-0.999957,-0.00955588,0.00675575,-0.707064
8020,40.1,0,0.996783,0.0801796,-0.0566935,0.70482
8020,40.1,1,-0.996783,-0.0801796,0.0566935,-0.70482
8040,40.2,0,0.988628,0.150403,-0.106348,0.699053
8040,40.2,1,-0.988628,-0.150403,0.106348,-0.699053
8060,40.3,0,0.975531,0.219874,-0.155471,0.689792
8060,40.3,1,-0.975531,-0.219874,0.155471,-0.689792
8080,40.4,0,0.957559,0.288246,-0.203817,0.677084
8080,40.4,1,-0.957559,-0.288246,0.203817,-0.677084
8100,40.5,0,0.934802,0.355178,-0.251144,0.660993
8100,40.5,1,-0.934802,-0.355178,0.251144,-0.660993
8120,40.6,0,0.907372,0.420335,-0.297216,0.641597
8120,40.6,1,-0.907372,-0.420335,0.297216,-0.641597
8140,40.7,0,0.875408,0.483391,-0.341803,0.618995
8140,40.7,1,-0.875408,-0.483391,0.341803,-0.618995
8160,40.8,0,0.839069,0.544031,-0.384681,0.5933
8160,40.8,1,-0.839069,-0.544031,0.384681,-0.5933
8180,40.9,0,0.798536,0.601953,-0.425637,0.564639
8180,40.9,1,-0.798536,-0.601953,0.425637,-0.564639
8200,41,0,0.754012,0.656865,-0.464465,0.533157
8200,41,1,-0.754012,-0.656865,0.464465,-0.533157
8220,41.1,0,0.70572,0.708495,-0.500973,0.49901
8220,41.1,1,-0.70572,-0.708495,0.500973,-0.49901
8240,41.2,0,0.653901,0.756584,-0.534976,0.462369
8240,41.2,1,-0.653901,-0.756584,0.534976,-0.462369
8260,41.3,0,0.598813,0.800892,-0.566306,0.423417
8260,41.3,1,-0.598813,-0.800892,0.566306,-0.423417
8280,41.4,0,0.540734,0.841197,-0.594806,0.382349
8280,41.4,1,-0.540734,-0.841197,0.594806,-0.382349
8300,41.5,0,0.479951,0.877298,-0.620333,0.33937
8300,41.5,1,-0.479951,-0.877298,0.620333,-0.33937
8320,41.6,0,0.41677,0.909015,-0.64276,0.294695
8320,41.6,1,-0.41677,-0.909015,0.64276,-0.294695
8340,41.7,0,0.351506,0.936188,-0.661974,0.248547
8340,41.7,1,-0.351506,-0.936188,0.661974,-0.248547
8360,41.8,0,0.284485,0.958683,-0.67788,0.201157
8360,41.8,1,-0.284485,-0.958683,0.67788,-0.201157
8380,41.9,0,0.216043,0.976386,-0.690398,0.152761
8380,41.9,1,-0.216043,-0.976386,0.690398,-0.152761
8400,42,0,0.146521,0.98921,-0.699465,0.103602
8400,42,1,-0.146521,-0.98921,0.699465,-0.103602
8420,42.1,0,0.076266,0.99709,-0.705037,0.0539258
8420,42.1,1,-0.076266,-0.99709,0.705037,-0.0539258
8440,42.2,0,0.00563026,0.999986,-0.707085,0.0039796
8440,42.2,1,-0.00563026,-0.999986,0.707085,-0.0039796
8460,42.3,0,-0.0650336,0.997885,-0.7056,-0.0459865
8460,42.3,1,0.0650336,-0.997885,0.7056,0.0459865
8480,42.4,0,-0.135372,0.990796,-0.700588,-0.0957228
8480,42.4,1,0.135372,-0.990796,0.700588,0.0957228
8500,42.5,0,-0.205035,0.978756,-0.692074,-0.144981
8500,42.5,1,0.205035,-0.978756,0.692074,0.144981
8520,42.6,0,-0.273672,0.961824,-0.680102,-0.193514
8520,42.6,1,0.273672,-0.961824,0.680102,0.193514
8540,42.7,0,-0.340942,0.940086,-0.664731,-0.24108
8540,42.7,1,0.340942,-0.940086,0.664731,0.24108
8560,42.8,0,-0.406508,0.913648,-0.646037,-0.287442
8560,42.8,1,0.406508,-0.913648,0.646037,0.287442
8580,42.9,0,-0.470042,0.882645,-0.624115,-0.332366
8580,42.9,1,0.470042,-0.882645,0.624115,0.332366
8600,43,0,-0.531227,0.84723,-0.599073,-0.37563
8600,43,1,0.531227,-0.84723,0.599073,0.37563
8620,43.1,0,-0.589757,0.807581,-0.571038,-0.417017
8620,43.1,1,0.589757,-0.807581,0.571038,0.417017
8640,43.2,0,-0.64534,0.763896,-0.540148,-0.456319
8640,43.2,1,0.64534,-0.763896,0.540148,0.456319
8660,43.3,0,-0.697697,0.716393,-0.506559,-0.49334
8660,43.3,1,0.697697,-0.716393,0.506559,0.49334
8680,43.4,0,-0.746567,0.66531,-0.470439,-0.527897
8680,43.4,1,0.746567,-0.66531,0.470439,0.527897
8700,43.5,0,-0.791707,0.610902,-0.431967,-0.559814
8700,43.5,1,0.791707,-0.610902,0.431967,0.559814
8720,43.6,0,-0.832889,0.55344,-0.391336,-0.588934
8720,43.6,1,0.832889,-0.55344,0.391336,0.588934
8740,43.7,0,-0.869909,0.493213,-0.348749,-0.615111
8740,43.7,1,0.869909,-0.493213,0.348749,0.615111
8760,43.8,0,-0.902581,0.43052,-0.30442,-0.638213
8760,43.8,1,0.902581,-0.43052,0.30442,0.638213
8780,43.9,0,-0.930742,0.365676,-0.258569,-0.658126
8780,43.9,1,0.930742,-0.365676,0.258569,0.658126
8800,44,0,-0.954252,0.299005,-0.211426,-0.674749
8800,44,1,0.954252,-0.299005,0.211426,0.674749
8820,44.1,0,-0.972992,0.230839,-0.163226,-0.688001
8820,44.1,1,0.972992,-0.230839,0.163226,0.688001
8840,44.2,0,-0.98687,0.161519,-0.11421,-0.697813
8840,44.2,1,0.98687,-0.161519,0.11421,0.697813
8860,44.3,0,-0.995815,0.0913919,-0.0646235,-0.704139
8860,44.3,1,0.995815,-0.0913919,0.0646235,0.704139
8880,44.4,0,-0.999784,0.0208082,-0.0147141,-0.706945
8880,44.4,1,0.999784,-0.0208082,0.0147141,0.706945
8900,44.5,0,-0.998755,-0.0498795,0.0352689,-0.706218
8900,44.5,1,0.998755,0.0498795,-0.0352689,0.706218
8920,44.6,0,-0.992736,-0.120318,0.0850756,-0.701961
8920,44.6,1,0.992736,0.120318,-0.0850756,0.701961
8940,44.7,0,-0.981754,-0.190155,0.134457,-0.694196
8940,44.7,1,0.981754,0.190155,-0.134457,0.694196
8960,44.8,0,-0.965867,-0.259042,0.183167,-0.682962
8960,44.8,1,0.965867,0.259042,-0.183167,0.682962
8980,44.9,0,-0.945152,-0.326634,0.230961,-0.668314
8980,44.9,1,0.945152,0.326634,-0.230961,0.668314
9000,45,0,-0.919713,-0.392594,0.277601,-0.650327
9000,45,1,0.919713,0.392594,-0.277601,0.650327
