step,time,sep
1935,19.35,1.66718
1940,19.4,1.67177
1945,19.45,1.67645
1950,19.5,1.68122
1955,19.55,1.68608
1960,19.6,1.691
1965,19.65,1.69598
1970,19.7,1.70101
1975,19.75,1.70606
1980,19.8,1.71113
1985,19.85,1.71621
1990,19.9,1.72131
1995,19.95,1.72643
2000,20,1.73159
2005,20.05,1.73678
2010,20.1,1.742
2015,20.15,1.74728
2020,20.2,1.7526
2025,20.25,1.75796
2030,20.3,1.76338
2035,20.35,1.76886
2040,20.4,1.77441
2045,20.45,1.78003
2050,20.5,1.78573
2055,20.55,1.79151
2060,20.6,1.79738
2065,20.65,1.80333
2070,20.7,1.80935
2075,20.75,1.81547
2080,20.8,1.82168
2085,20.85,1.82797
2090,20.9,1.83436
2095,20.95,1.84085
2100,21,1.84743
2105,21.05,1.85412
2110,21.1,1.86092
2115,21.15,1.86783
2120,21.2,1.87486
2125,21.25,1.88203
2130,21.3,1.88933
2135,21.35,1.89676
2140,21.4,1.90433
2145,21.45,1.91205
2150,21.5,1.91992
2155,21.55,1.92795
2160,21.6,1.93615
2165,21.65,1.94452
2170,21.7,1.95308
2175,21.75,1.96183
2180,21.8,1.9708
2185,21.85,1.98
2190,21.9,1.98945
2195,21.95,1.99917
2200,22,2.0092
2205,22.05,2.01956
2210,22.1,2.03029
2215,22.15,2.04143
2220,22.2,2.05302
2225,22.25,2.06512
2230,22.3,2.07776
2235,22.35,2.09102
2240,22.4,2.10496
2245,22.45,2.11965
2250,22.5,2.13515
2255,22.55,2.1515
2260,22.6,2.16869
2265,22.65,2.18664
2270,22.7,2.2052
2275,22.75,2.22418
2280,22.8,2.24337
2285,22.85,2.26258
2290,22.9,2.28166
2295,22.95,2.3005
2300,23,2.31901
2305,23.05,2.33714
2310,23.1,2.35484
2315,23.15,2.37208
2320,23.2,2.38883
2325,23.25,2.40508
2330,23.3,2.42083
2335,23.35,2.43607
2340,23.4,2.45082
2345,23.45,2.46507
2350,23.5,2.47885
2355,23.55,2.49214
2360,23.6,2.50498
2365,23.65,2.51736
2370,23.7,2.5293
2375,23.75,2.54082
2380,23.8,2.55192
2385,23.85,2.56262
2390,23.9,2.57291
2395,23.95,2.58281
2400,24,2.5923
2405,24.05,2.60138
2410,24.1,2.61002
2415,24.15,2.61822
2420,24.2,2.62593
2425,24.25,2.63314
2430,24.3,2.63985
2435,24.35,2.64614
2440,24.4,2.65215
2445,24.45,2.6581
2450,24.5,2.66428
2455,24.55,2.67097
2460,24.6,2.67835
2465,24.65,2.68653
2470,24.7,2.69549
2475,24.75,2.70517
2480,24.8,2.71547
2485,24.85,2.72628
2490,24.9,2.7375
2495,24.95,2.74903
2500,25,2.76075
2505,25.05,2.77255
2510,25.1,2.78432
2515,25.15,2.79592
2520,25.2,2.80724
2525,25.25,2.81825
2530,25.3,2.82888
2535,25.35,2.83913
2540,25.4,2.84898
2545,25.45,2.85845
2550,25.5,2.86759
2555,25.55,2.87642
2560,25.6,2.88503
2565,25.65,2.8935
2570,25.7,2.9019
2575,25.75,2.91025
2580,25.8,2.91859
2585,25.85,2.92691
2590,25.9,2.93523
2595,25.95,2.94354
2600,26,2.95186
2605,26.05,2.96018
2610,26.1,2.9685
2615,26.15,2.97682
2620,26.2,2.98512
2625,26.25,2.99339
2630,26.3,3.00161
2635,26.35,3.00979
2640,26.4,3.01791
2645,26.45,3.02599
2650,26.5,3.03403
2655,26.55,3.04204
2660,26.6,3.05002
2665,26.65,3.05796
2670,26.7,3.06586
2675,26.75,3.07371
2680,26.8,3.08151
2685,26.85,3.08923
2690,26.9,3.09687
2695,26.95,3.10441
2700,27,3.11185
2705,27.05,3.11916
2710,27.1,3.12638
2715,27.15,3.13351
2720,27.2,3.14057
2725,27.25,3.14757
2730,27.3,3.15453
2735,27.35,3.16145
2740,27.4,3.16835
2745,27.45,3.17522
2750,27.5,3.18208
2755,27.55,3.18893
2760,27.6,3.19573
2765,27.65,3.20248
2770,27.7,3.20915
2775,27.75,3.21571
2780,27.8,3.22215
2785,27.85,3.2285
2790,27.9,3.23475
2795,27.95,3.24093
2800,28,3.24704
2805,28.05,3.25311
2810,28.1,3.25916
2815,28.15,3.26519
2820,28.2,3.27119
2825,28.25,3.27717
2830,28.3,3.28314
2835,28.35,3.28907
2840,28.4,3.29494
2845,28.45,3.30072
2850,28.5,3.30641
2855,28.55,3.31197
2860,28.6,3.31739
2865,28.65,3.32269
2870,28.7,3.32789
2875,28.75,3.33302
2880,28.8,3.3381
2885,28.85,3.34319
2890,28.9,3.34832
2895,28.95,3.35356
2900,29,3.35894
2905,29.05,3.36447
2910,29.1,3.37016
2915,29.15,3.37599
2920,29.2,3.38194
2925,29.25,3.38799
2930,29.3,3.39409
2935,29.35,3.40019
2940,29.4,3.40624
2945,29.45,3.41218
2950,29.5,3.41797
2955,29.55,3.42356
2960,29.6,3.42895
2965,29.65,3.43411
2970,29.7,3.43907
2975,29.75,3.44383
2980,29.8,3.44845
2985,29.85,3.45295
2990,29.9,3.45739
2995,29.95,3.46177
3000,30,3.46613
