step,time,sep
2175,21.75,1.84379
2180,21.8,1.84935
2185,21.85,1.85496
2190,21.9,1.86062
2195,21.95,1.86634
2200,22,1.87211
2205,22.05,1.87794
2210,22.1,1.88382
2215,22.15,1.88974
2220,22.2,1.89571
2225,22.25,1.90172
2230,22.3,1.90779
2235,22.35,1.91389
2240,22.4,1.92006
2245,22.45,1.92628
2250,22.5,1.93257
2255,22.55,1.93892
2260,22.6,1.94537
2265,22.65,1.9519
2270,22.7,1.95854
2275,22.75,1.96528
2280,22.8,1.97211
2285,22.85,1.97904
2290,22.9,1.98607
2295,22.95,1.99322
2300,23,2.0005
2305,23.05,2.00791
2310,23.1,2.01547
2315,23.15,2.02319
2320,23.2,2.03108
2325,23.25,2.03914
2330,23.3,2.0474
2335,23.35,2.05586
2340,23.4,2.06453
2345,23.45,2.07342
2350,23.5,2.08254
2355,23.55,2.09191
2360,23.6,2.10155
2365,23.65,2.11149
2370,23.7,2.12176
2375,23.75,2.1324
2380,23.8,2.14345
2385,23.85,2.15495
2390,23.9,2.16696
2395,23.95,2.17951
2400,24,2.19267
2405,24.05,2.20646
2410,24.1,2.22093
2415,24.15,2.23608
2420,24.2,2.25194
2425,24.25,2.26849
2430,24.3,2.28571
2435,24.35,2.30351
2440,24.4,2.32177
2445,24.45,2.34034
2450,24.5,2.35907
2455,24.55,2.37778
2460,24.6,2.39633
2465,24.65,2.41458
2470,24.7,2.43242
2475,24.75,2.44977
2480,24.8,2.46659
2485,24.85,2.48285
2490,24.9,2.49852
2495,24.95,2.51361
2500,25,2.5281
2505,25.05,2.542
2510,25.1,2.55529
2515,25.15,2.568
2520,25.2,2.58012
2525,25.25,2.59166
2530,25.3,2.60264
2535,25.35,2.6131
2540,25.4,2.62304
2545,25.45,2.63252
2550,25.5,2.64155
2555,25.55,2.65019
2560,25.6,2.65846
2565,25.65,2.66636
2570,25.7,2.67394
2575,25.75,2.68122
2580,25.8,2.68823
2585,25.85,2.69499
2590,25.9,2.70152
2595,25.95,2.70784
2600,26,2.71396
2605,26.05,2.71989
2610,26.1,2.72566
2615,26.15,2.7313
2620,26.2,2.7369
2625,26.25,2.74257
2630,26.3,2.74849
2635,26.35,2.75487
2640,26.4,2.76187
2645,26.45,2.76951
2650,26.5,2.77774
2655,26.55,2.7865
2660,26.6,2.79569
2665,26.65,2.80524
2670,26.7,2.81507
2675,26.75,2.82513
2680,26.8,2.83535
2685,26.85,2.84566
2690,26.9,2.85595
2695,26.95,2.86616
2700,27,2.87619
2705,27.05,2.886
2710,27.1,2.89554
2715,27.15,2.90478
2720,27.2,2.91371
2725,27.25,2.92233
2730,27.3,2.93062
2735,27.35,2.9386
2740,27.4,2.94627
2745,27.45,2.95364
2750,27.5,2.96074
2755,27.55,2.9676
2760,27.6,2.97427
2765,27.65,2.98079
2770,27.7,2.98719
2775,27.75,2.99353
2780,27.8,2.99983
2785,27.85,3.00609
2790,27.9,3.01233
2795,27.95,3.01854
2800,28,3.02472
2805,28.05,3.03088
2810,28.1,3.03704
2815,28.15,3.04318
2820,28.2,3.0493
2825,28.25,3.05537
2830,28.3,3.06138
2835,28.35,3.06731
2840,28.4,3.07315
2845,28.45,3.07889
2850,28.5,3.08452
2855,28.55,3.09005
2860,28.6,3.09547
2865,28.65,3.10077
2870,28.7,3.10597
2875,28.75,3.11105
2880,28.8,3.11601
2885,28.85,3.12084
2890,28.9,3.12554
2895,28.95,3.13011
2900,29,3.13455
2905,29.05,3.13887
2910,29.1,3.14308
2915,29.15,3.14718
2920,29.2,3.15119
2925,29.25,3.1551
2930,29.3,3.15894
2935,29.35,3.1627
2940,29.4,3.16639
2945,29.45,3.17002
2950,29.5,3.17362
2955,29.55,3.17722
2960,29.6,3.18084
2965,29.65,3.18451
2970,29.7,3.18824
2975,29.75,3.19206
2980,29.8,3.19596
2985,29.85,3.19994
2990,29.9,3.20396
2995,29.95,3.20803
3000,30,3.21211
