step,time,id,x,y,z,vx,vy,vz
26740,133.7,1,-0.737662,-0.634229,0.231545,0.0973213,-0.26407,-0.413273
26760,133.8,0,0.727012,0.659833,-0.189946,-0.115633,0.247891,0.418542
26760,133.8,1,-0.727012,-0.659833,0.189946,0.115633,-0.247891,-0.418542
26780,133.9,0,0.714545,0.683787,-0.147872,-0.133656,0.231092,0.422766
26780,133.9,1,-0.714545,-0.683787,0.147872,0.133656,-0.231092,-0.422766
26800,134,0,0.700292,0.706032,-0.105428,-0.151345,0.213716,0.425933
26800,134,1,-0.700292,-0.706032,0.105428,0.151345,-0.213716,-0.425933
26820,134.1,0,0.684288,0.726512,-0.0627204,-0.168656,0.195806,0.428035
26820,134.1,1,-0.684288,-0.726512,0.0627204,0.168656,-0.195806,-0.428035
26840,134.2,0,0.666575,0.745177,-0.0198563,-0.185545,0.177406,0.429068
26840,134.2,1,-0.666575,-0.745177,0.0198563,0.185545,-0.177406,-0.429068
26860,134.3,0,0.647195,0.761979,0.0230574,-0.201971,0.158563,0.429027
26860,134.3,1,-0.647195,-0.761979,-0.0230574,0.201971,-0.158563,-0.429027
26880,134.4,0,0.626197,0.776876,0.0659136,-0.217891,0.139323,0.427915
26880,134.4,1,-0.626197,-0.776876,-0.0659136,0.217891,-0.139323,-0.427915
26900,134.5,0,0.603635,0.789832,0.108605,-0.233267,0.119735,0.425733
26900,134.5,1,-0.603635,-0.789832,-0.108605,0.233267,-0.119735,-0.425733
26920,134.6,0,0.579563,0.800813,0.151025,-0.24806,0.0998483,0.422487
26920,134.6,1,-0.579563,-0.800813,-0.151025,0.24806,-0.0998483,-0.422487
26940,134.7,0,0.554043,0.809793,0.193067,-0.262233,0.0797116,0.418185
26940,134.7,1,-0.554043,-0.809793,-0.193067,0.262233,-0.0797116,-0.418185
26960,134.8,0,0.527138,0.816749,0.234627,-0.275751,0.0593757,0.412838
26960,134.8,1,-0.527138,-0.816749,-0.234627,0.275751,-0.0593757,-0.412838
26980,134.9,0,0.498916,0.821663,0.2756,-0.288579,0.0388914,0.406459
26980,134.9,1,-0.498916,-0.821663,-0.2756,0.288579,-0.0388914,-0.406459
27000,135,0,0.469446,0.824524,0.315885,-0.300686,0.0183099,0.399064
27000,135,1,-0.469446,-0.824524,-0.315885,0.300686,-0.0183099,-0.399064
27020,135.1,0,0.438804,0.825324,0.35538,-0.312041,-0.00231738,0.390671
27020,135.1,1,-0.438804,-0.825324,-0.35538,0.312041,0.00231738,-0.390671
27040,135.2,0,0.407064,0.824061,0.393987,-0.322617,-0.0229389,0.381302
27040,135.2,1,-0.407064,-0.824061,-0.393987,0.322617,0.0229389,-0.381302
27060,135.3,0,0.374307,0.820738,0.431609,-0.332386,-0.0435031,0.37098
27060,135.3,1,-0.374307,-0.820738,-0.431609,0.332386,0.0435031,-0.37098
27080,135.4,0,0.340614,0.815364,0.468152,-0.341324,-0.0639585,0.359731
27080,135.4,1,-0.340614,-0.815364,-0.468152,0.341324,0.0639585,-0.359731
27100,135.5,0,0.30607,0.807952,0.503525,-0.34941,-0.0842541,0.347582
27100,135.5,1,-0.30607,-0.807952,-0.503525,0.34941,0.0842541,-0.347582
27120,135.6,0,0.270762,0.79852,0.53764,-0.356622,-0.104339,0.334565
27120,135.6,1,-0.270762,-0.79852,-0.53764,0.356622,0.104339,-0.334565
27140,135.7,0,0.234776,0.787092,0.57041,-0.362942,-0.124163,0.320712
27140,135.7,1,-0.234776,-0.787092,-0.57041,0.362942,0.124163,-0.320712
27160,135.8,0,0.198203,0.773698,0.601755,-0.368355,-0.143677,0.306057
27160,135.8,1,-0.198203,-0.773698,-0.601755,0.368355,0.143677,-0.306057
27180,135.9,0,0.161135,0.758369,0.631596,-0.372848,-0.162832,0.290637
27180,135.9,1,-0.161135,-0.758369,-0.631596,0.372848,0.162832,-0.290637
27200,136,0,0.123665,0.741145,0.659858,-0.376409,-0.18158,0.27449
27200,136,1,-0.123665,-0.741145,-0.659858,0.376409,0.18158,-0.27449
27220,136.1,0,0.0858849,0.722068,0.686471,-0.379029,-0.199874,0.257658
27220,136.1,1,-0.0858849,-0.722068,-0.686471,0.379029,0.199874,-0.257658
27240,136.2,0,0.0478904,0.701187,0.711369,-0.380701,-0.217668,0.240181
27240,136.2,1,-0.0478904,-0.701187,-0.711369,0.380701,0.217668,-0.240181
27260,136.3,0,0.00977629,0.678553,0.734488,-0.381422,-0.234918,0.222104
27260,136.3,1,-0.00977629,-0.678553,-0.734488,0.381422,0.234918,-0.222104
27280,136.4,0,-0.0283623,0.654223,0.755771,-0.38119,-0.251581,0.203472
27280,136.4,1,0.0283623,-0.654223,-0.755771,0.38119,0.251581,-0.203472
27300,136.5,0,-0.06643,0.628257,0.775165,-0.380005,-0.267616,0.184331
27300,136.5,1,0.06643,-0.628257,-0.775165,0.380005,0.267616,-0.184331
27320,136.6,0,-0.104332,0.600722,0.792622,-0.37787,-0.282981,0.16473
27320,136.6,1,0.104332,-0.600722,-0.792622,0.37787,0.282981,-0.16473
27340,136.7,0,-0.141973,0.571685,0.808097,-0.37479,-0.297639,0.144717
27340,136.7,1,0.141973,-0.571685,-0.808097,0.37479,0.297639,-0.144717
27360,136.8,0,-0.179259,0.541219,0.821553,-0.370774,-0.311553,0.124342
27360,136.8,1,0.179259,-0.541219,-0.821553,0.370774,0.311553,-0.124342
27380,136.9,0,-0.216097,0.5094,0.832955,-0.365831,-0.324689,0.103656
27380,136.9,1,0.216097,-0.5094,-0.832955,0.365831,0.324689,-0.103656
27400,137,0,-0.252394,0.476308,0.842276,-0.359974,-0.337013,0.0827116
27400,137,1,0.252394,-0.476308,-0.842276,0.359974,0.337013,-0.0827116
27420,137.1,0,-0.288061,0.442025,0.849491,-0.353217,-0.348494,0.0615601
27420,137.1,1,0.288061,-0.442025,-0.849491,0.353217,0.348494,-0.0615601
27440,137.2,0,-0.323008,0.406638,0.854583,-0.345577,-0.359105,0.0402548
27440,137.2,1,0.323008,-0.406638,-0.854583,0.345577,0.359105,-0.0402548
27460,137.3,0,-0.357148,0.370234,0.857538,-0.337073,-0.368818,0.0188489
27460,137.3,1,0.357148,-0.370234,-0.857538,0.337073,0.368818,-0.0188489
27480,137.4,0,-0.390395,0.332905,0.858351,-0.327727,-0.377609,-0.00260422
27480,137.4,1,0.390395,-0.332905,-0.858351,0.327727,0.377609,0.00260422
27500,137.5,0,-0.422666,0.294744,0.857018,-0.317561,-0.385456,-0.0240508
27500,137.5,1,0.422666,-0.294744,-0.857018,0.317561,0.385456,0.0240508
27520,137.6,0,-0.453881,0.255846,0.853543,-0.306602,-0.39234,-0.0454372
27520,137.6,1,0.453881,-0.255846,-0.853543,0.306602,0.39234,0.0454372
27540,137.7,0,-0.483961,0.216309,0.847934,-0.294877,-0.398243,-0.0667101
27540,137.7,1,0.483961,-0.216309,-0.847934,0.294877,0.398243,0.0667101
27560,137.8,0,-0.512832,0.17623,0.840206,-0.282414,-0.403151,-0.0878162
27560,137.8,1,0.512832,-0.17623,-0.840206,0.282414,0.403151,0.0878162
27580,137.9,0,-0.54042,0.135712,0.830378,-0.269246,-0.407051,-0.108703
27580,137.9,1,0.54042,-0.135712,-0.830378,0.269246,0.407051,0.108703
27600,138,0,-0.566658,0.0948541,0.818475,-0.255405,-0.409933,-0.129318
27600,138,1,0.566658,-0.0948541,-0.818475,0.255405,0.409933,0.129318
27620,138.1,0,-0.59148,0.0537593,0.804525,-0.240925,-0.411791,-0.14961
27620,138.1,1,0.59148,-0.0537593,-0.804525,0.240925,0.411791,0.14961
27640,138.2,0,-0.614823,0.0125301,0.788565,-0.225843,-0.41262,-0.169527
27640,138.2,1,0.614823,-0.0125301,-0.788565,0.225843,0.41262,0.169527
27660,138.3,0,-0.63663,-0.0287305,0.770634,-0.210196,-0.412418,-0.189021
27660,138.3,1,0.63663,0.0287305,-0.770634,0.210196,0.412418,0.189021
27680,138.4,0,-0.656845,-0.0699192,0.750777,-0.194025,-0.411184,-0.208043
27680,138.4,1,0.656845,0.0699192,-0.750777,0.194025,0.411184,0.208043
27700,138.5,0,-0.675419,-0.110933,0.729043,-0.177368,-0.408923,-0.226545
27700,138.5,1,0.675419,0.110933,-0.729043,0.177368,0.408923,0.226545
27720,138.6,0,-0.692304,-0.15167,0.705487,-0.160268,-0.40564,-0.24448
27720,138.6,1,0.692304,0.15167,-0.705487,0.160268,0.40564,0.24448
27740,138.7,0,-0.707459,-0.192027,0.680167,-0.142767,-0.401343,-0.261804
27740,138.7,1,0.707459,0.192027,-0.680167,0.142767,0.401343,0.261804
27760,138.8,0,-0.720846,-0.231905,0.653148,-0.12491,-0.396043,-0.278474
27760,138.8,1,0.720846,0.231905,-0.653148,0.12491,0.396043,0.278474
27780,138.9,0,-0.732431,-0.271203,0.624495,-0.10674,-0.389752,-0.294448
27780,138.9,1,0.732431,0.271203,-0.624495,0.10674,0.389752,0.294448
27800,139,0,-0.742185,-0.309823,0.594282,-0.0883034,-0.382488,-0.309686
27800,139,1,0.742185,0.309823,-0.594282,0.0883034,0.382488,0.309686
27820,139.1,0,-0.750084,-0.347669,0.562584,-0.0696462,-0.374268,-0.32415
27820,139.1,1,0.750084,0.347669,-0.562584,0.0696462,0.374268,0.32415
27840,139.2,0,-0.756108,-0.384646,0.529479,-0.0508149,-0.365112,-0.337803
27840,139.2,1,0.756108,0.384646,-0.529479,0.0508149,0.365112,0.337803
27860,139.3,0,-0.760243,-0.420661,0.495051,-0.0318566,-0.355044,-0.350613
27860,139.3,1,0.760243,0.420661,-0.495051,0.0318566,0.355044,0.350613
27880,139.4,0,-0.762477,-0.455625,0.459386,-0.0128186,-0.344088,-0.362545
27880,139.4,1,0.762477,0.455625,-0.459386,0.0128186,0.344088,0.362545
27900,139.5,0,-0.762805,-0.48945,0.422572,0.00625136,-0.332272,-0.373572
27900,139.5,1,0.762805,0.48945,-0.422572,-0.00625136,0.332272,0.373572
27920,139.6,0,-0.761227,-0.522052,0.384703,0.0253057,-0.319625,-0.383665
27920,139.6,1,0.761227,0.522052,-0.384703,-0.0253057,0.319625,0.383665
27940,139.7,0,-0.757746,-0.553348,0.345871,0.0442968,-0.30618,-0.392799
27940,139.7,1,0.757746,0.553348,-0.345871,-0.0442968,0.30618,0.392799
27960,139.8,0,-0.752371,-0.583262,0.306175,0.0631772,-0.29197,-0.400952
27960,139.8,1,0.752371,0.583262,-0.306175,-0.0631772,0.29197,0.400952
27980,139.9,0,-0.745116,-0.611718,0.265714,0.0818996,-0.277029,-0.408102
27980,139.9,1,0.745116,0.611718,-0.265714,-0.0818996,0.277029,0.408102
28000,140,0,-0.735998,-0.638645,0.224589,0.100417,-0.261396,-0.414232
28000,140,1,0.735998,0.638645,-0.224589,-0.100417,0.261396,0.414232
28020,140.1,0,-0.725041,-0.663976,0.182902,0.118684,-0.24511,-0.419326
28020,140.1,1,0.725041,0.663976,-0.182902,-0.118684,0.24511,0.419326
28040,140.2,0,-0.712271,-0.687647,0.140759,0.136654,-0.228212,-0.423373
28040,140.2,1,0.712271,0.687647,-0.140759,-0.136654,0.228212,0.423373
28060,140.3,0,-0.697721,-0.709599,0.098263,0.154283,-0.210742,-0.426361
28060,140.3,1,0.697721,0.709599,-0.098263,-0.154283,0.210742,0.426361
28080,140.4,0,-0.681428,-0.729778,0.0555218,0.171526,-0.192747,-0.428284
28080,140.4,1,0.681428,0.729778,-0.0555218,-0.171526,0.192747,0.428284
28100,140.5,0,-0.663431,-0.748132,0.0126418,0.18834,-0.174269,-0.429136
28100,140.5,1,0.663431,0.748132,-0.0126418,-0.18834,0.174269,0.429136
28120,140.6,0,-0.643775,-0.764617,-0.0302698,0.204683,-0.155356,-0.428916
28120,140.6,1,0.643775,0.764617,0.0302698,-0.204683,0.155356,0.428916
28140,140.7,0,-0.622511,-0.77919,-0.0731058,0.220515,-0.136054,-0.427623
28140,140.7,1,0.622511,0.77919,0.0731058,-0.220515,0.136054,0.427623
28160,140.8,0,-0.599691,-0.791816,-0.115759,0.235796,-0.116412,-0.425262
28160,140.8,1,0.599691,0.791816,0.115759,-0.235796,0.116412,0.425262
28180,140.9,0,-0.575371,-0.802463,-0.158123,0.250487,-0.0964799,-0.421838
28180,140.9,1,0.575371,0.802463,0.158123,-0.250487,0.0964799,0.421838
28200,141,0,-0.549614,-0.811104,-0.200092,0.264552,-0.0763062,-0.417359
28200,141,1,0.549614,0.811104,0.200092,-0.264552,0.0763062,0.417359
28220,141.1,0,-0.522483,-0.817718,-0.24156,0.277956,-0.0559418,-0.411838
28220,141.1,1,0.522483,0.817718,0.24156,-0.277956,0.0559418,0.411838
28240,141.2,0,-0.494046,-0.822288,-0.282425,0.290665,-0.0354375,-0.405286
28240,141.2,1,0.494046,0.822288,0.282425,-0.290665,0.0354375,0.405286
28260,141.3,0,-0.464374,-0.824803,-0.322584,0.302648,-0.0148447,-0.397722
28260,141.3,1,0.464374,0.824803,0.322584,-0.302648,0.0148447,0.397722
28280,141.4,0,-0.433541,-0.825256,-0.361936,0.313874,0.00578522,-0.389164
28280,141.4,1,0.433541,0.825256,0.361936,-0.313874,-0.00578522,0.389164
28300,141.5,0,-0.401625,-0.823646,-0.400384,0.324316,0.0264007,-0.379633
28300,141.5,1,0.401625,0.823646,0.400384,-0.324316,-0.0264007,0.379633
28320,141.6,0,-0.368705,-0.819978,-0.437831,0.333947,0.0469501,-0.369153
28320,141.6,1,0.368705,0.819978,0.437831,-0.333947,-0.0469501,0.369153
28340,141.7,0,-0.334864,-0.81426,-0.474184,0.342743,0.0673823,-0.357751
28340,141.7,1,0.334864,0.81426,0.474184,-0.342743,-0.0673823,0.357751
28360,141.8,0,-0.300185,-0.806507,-0.509352,0.350683,0.0876459,-0.345454
28360,141.8,1,0.300185,0.806507,0.509352,-0.350683,-0.0876459,0.345454
28380,141.9,0,-0.264756,-0.796738,-0.543246,0.357746,0.107691,-0.332294
28380,141.9,1,0.264756,0.796738,0.543246,-0.357746,-0.107691,0.332294
28400,142,0,-0.228665,-0.784978,-0.575783,0.363915,0.127466,-0.318303
28400,142,1,0.228665,0.784978,0.575783,-0.363915,-0.127466,0.318303
28420,142.1,0,-0.192003,-0.771256,-0.60688,0.369175,0.146923,-0.303517
28420,142.1,1,0.192003,0.771256,0.60688,-0.369175,-0.146923,0.303517
28440,142.2,0,-0.154861,-0.755605,-0.636461,0.373511,0.166012,-0.287972
28440,142.2,1,0.154861,0.755605,0.636461,-0.373511,-0.166012,0.287972
28460,142.3,0,-0.117332,-0.738067,-0.664451,0.376915,0.184687,-0.271707
28460,142.3,1,0.117332,0.738067,0.664451,-0.376915,-0.184687,0.271707
28480,142.4,0,-0.0795096,-0.718683,-0.69078,0.379376,0.2029,-0.254764
28480,142.4,1,0.0795096,0.718683,0.69078,-0.379376,-0.2029,0.254764
28500,142.5,0,-0.0414885,-0.697504,-0.715383,0.380888,0.220606,-0.237183
28500,142.5,1,0.0414885,0.697504,0.715383,-0.380888,-0.220606,0.237183
28520,142.6,0,-0.00336362,-0.674581,-0.738197,0.381449,0.237761,-0.21901
28520,142.6,1,0.00336362,0.674581,0.738197,-0.381449,-0.237761,0.21901
28540,142.7,0,0.0347696,-0.649971,-0.759166,0.381056,0.254321,-0.200289
28540,142.7,1,-0.0347696,0.649971,0.759166,-0.381056,-0.254321,0.200289
28560,142.8,0,0.072816,-0.623738,-0.778238,0.379711,0.270245,-0.181068
28560,142.8,1,-0.072816,0.623738,0.778238,-0.379711,-0.270245,0.181068
28580,142.9,0,0.11068,-0.595945,-0.795365,0.377417,0.285494,-0.161394
28580,142.9,1,-0.11068,0.595945,0.795365,-0.377417,-0.285494,0.161394
28600,143,0,0.148268,-0.566662,-0.810503,0.37418,0.30003,-0.141316
28600,143,1,-0.148268,0.566662,0.810503,-0.37418,-0.30003,0.141316
28620,143.1,0,0.185485,-0.535964,-0.823616,0.370007,0.313815,-0.120886
28620,143.1,1,-0.185485,0.535964,0.823616,-0.370007,-0.313815,0.120886
28640,143.2,0,0.222239,-0.503925,-0.83467,0.364909,0.326817,-0.100153
28640,143.2,1,-0.222239,0.503925,0.83467,-0.364909,-0.326817,0.100153
28660,143.3,0,0.258437,-0.470628,-0.843638,0.3589,0.339001,-0.0791699
28660,143.3,1,-0.258437,0.470628,0.843638,-0.3589,-0.339001,0.0791699
28680,143.4,0,0.293989,-0.436153,-0.850498,0.351993,0.350338,-0.057989
28680,143.4,1,-0.293989,0.436153,0.850498,-0.351993,-0.350338,0.057989
28700,143.5,0,0.328806,-0.400589,-0.855231,0.344207,0.360799,-0.0366631
28700,143.5,1,-0.328806,0.400589,0.855231,-0.344207,-0.360799,0.0366631
28720,143.6,0,0.362802,-0.364023,-0.857827,0.33556,0.370359,-0.0152456
28720,143.6,1,-0.362802,0.364023,0.857827,-0.33556,-0.370359,0.0152456
28740,143.7,0,0.39589,-0.326548,-0.858279,0.326074,0.378993,0.00621001
28740,143.7,1,-0.39589,0.326548,0.858279,-0.326074,-0.378993,-0.00621001
28760,143.8,0,0.427989,-0.288256,-0.856586,0.315774,0.386679,0.0276501
28760,143.8,1,-0.427989,0.288256,0.856586,-0.315774,-0.386679,-0.0276501
28780,143.9,0,0.459019,-0.249244,-0.852752,0.304684,0.393399,0.0490211
28780,143.9,1,-0.459019,0.249244,0.852752,-0.304684,-0.393399,-0.0490211
28800,144,0,0.488901,-0.209609,-0.846786,0.292833,0.399136,0.0702695
28800,144,1,-0.488901,0.209609,0.846786,-0.292833,-0.399136,-0.0702695
28820,144.1,0,0.517561,-0.16945,-0.838704,0.280249,0.403875,0.0913423
28820,144.1,1,-0.517561,0.16945,0.838704,-0.280249,-0.403875,-0.0913423
28840,144.2,0,0.544927,-0.128868,-0.828525,0.266966,0.407605,0.112187
28840,144.2,1,-0.544927,0.128868,0.828525,-0.266966,-0.407605,-0.112187
28860,144.3,0,0.570932,-0.0879631,-0.816275,0.253015,0.410316,0.132751
28860,144.3,1,-0.570932,0.0879631,0.816275,-0.253015,-0.410316,-0.132751
28880,144.4,0,0.595509,-0.0468386,-0.801986,0.238431,0.412001,0.152983
28880,144.4,1,-0.595509,0.0468386,0.801986,-0.238431,-0.412001,-0.152983
28900,144.5,0,0.618598,-0.00559701,-0.785692,0.223252,0.412657,0.172833
28900,144.5,1,-0.618598,0.00559701,0.785692,-0.223252,-0.412657,-0.172833
28920,144.6,0,0.640141,0.0356585,-0.767434,0.207514,0.412281,0.192251
28920,144.6,1,-0.640141,-0.0356585,0.767434,-0.207514,-0.412281,-0.192251
28940,144.7,0,0.660084,0.076825,-0.747257,0.191258,0.410875,0.211188
28940,144.7,1,-0.660084,-0.076825,0.747257,-0.191258,-0.410875,-0.211188
28960,144.8,0,0.678377,0.117799,-0.725213,0.174524,0.408442,0.229598
28960,144.8,1,-0.678377,-0.117799,0.725213,-0.174524,-0.408442,-0.229598
28980,144.9,0,0.694974,0.158479,-0.701357,0.157354,0.404987,0.247434
28980,144.9,1,-0.694974,-0.158479,0.701357,-0.157354,-0.404987,-0.247434
29000,145,0,0.709834,0.198763,-0.675747,0.13979,0.400521,0.264651
29000,145,1,-0.709834,-0.198763,0.675747,-0.13979,-0.400521,-0.264651
29020,145.1,0,0.722921,0.23855,-0.648449,0.121877,0.395053,0.281207
29020,145.1,1,-0.722921,-0.23855,0.648449,-0.121877,-0.395053,-0.281207
29040,145.2,0,0.7342,0.277741,-0.619529,0.10366,0.388599,0.297059
29040,145.2,1,-0.7342,-0.277741,0.619529,-0.10366,-0.388599,-0.297059
29060,145.3,0,0.743644,0.316238,-0.589061,0.0851831,0.381172,0.31217
29060,145.3,1,-0.743644,-0.316238,0.589061,-0.0851831,-0.381172,-0.31217
29080,145.4,0,0.751229,0.353944,-0.557121,0.0664934,0.372793,0.3265
29080,145.4,1,-0.751229,-0.353944,0.557121,-0.0664934,-0.372793,-0.3265
29100,145.5,0,0.756937,0.390765,-0.523789,0.0476376,0.363483,0.340014
29100,145.5,1,-0.756937,-0.390765,0.523789,-0.0476376,-0.363483,-0.340014
29120,145.6,0,0.760753,0.42661,-0.489147,0.0286627,0.353263,0.352678
29120,145.6,1,-0.760753,-0.42661,0.489147,-0.0286627,-0.353263,-0.352678
29140,145.7,0,0.762667,0.461389,-0.453282,0.00961614,0.342161,0.364461
29140,145.7,1,-0.762667,-0.461389,0.453282,-0.00961614,-0.342161,-0.364461
29160,145.8,0,0.762675,0.495014,-0.416285,-0.00945444,0.330204,0.375333
29160,145.8,1,-0.762675,-0.495014,0.416285,0.00945444,-0.330204,-0.375333
29180,145.9,0,0.760777,0.527402,-0.378247,-0.0285014,0.317421,0.385266
29180,145.9,1,-0.760777,-0.527402,0.378247,0.0285014,-0.317421,-0.385266
29200,146,0,0.756977,0.558472,-0.339264,-0.0474771,0.303845,0.394237
29200,146,1,-0.756977,-0.558472,0.339264,0.0474771,-0.303845,-0.394237
29220,146.1,0,0.751286,0.588146,-0.299432,-0.0663342,0.289509,0.402222
29220,146.1,1,-0.751286,-0.588146,0.299432,0.0663342,-0.289509,-0.402222
29240,146.2,0,0.743716,0.61635,-0.258853,-0.0850254,0.27445,0.409202
29240,146.2,1,-0.743716,-0.61635,0.258853,0.0850254,-0.27445,-0.409202
29260,146.3,0,0.734288,0.643013,-0.217626,-0.103504,0.258705,0.415159
29260,146.3,1,-0.734288,-0.643013,0.217626,0.103504,-0.258705,-0.415159
29280,146.4,0,0.723024,0.668069,-0.175855,-0.121724,0.242313,0.420079
29280,146.4,1,-0.723024,-0.668069,0.175855,0.121724,-0.242313,-0.420079
29300,146.5,0,0.709953,0.691455,-0.133645,-0.13964,0.225316,0.423948
29300,146.5,1,-0.709953,-0.691455,0.133645,0.13964,-0.225316,-0.423948
29320,146.6,0,0.695107,0.713114,-0.0911008,-0.157207,0.207755,0.426758
29320,146.6,1,-0.695107,-0.713114,0.0911008,0.157207,-0.207755,-0.426758
29340,146.7,0,0.678525,0.732989,-0.0483288,-0.174381,0.189675,0.428502
29340,146.7,1,-0.678525,-0.732989,0.0483288,0.174381,-0.189675,-0.428502
29360,146.8,0,0.660246,0.751033,-0.0054361,-0.191119,0.171121,0.429174
29360,146.8,1,-0.660246,-0.751033,0.0054361,0.191119,-0.171121,-0.429174
29380,146.9,0,0.640317,0.767199,0.0374702,-0.207379,0.152139,0.428773
29380,146.9,1,-0.640317,-0.767199,-0.0374702,0.207379,-0.152139,-0.428773
29400,147,0,0.618787,0.781448,0.0802829,-0.223121,0.132777,0.427301
29400,147,1,-0.618787,-0.781448,-0.0802829,0.223121,-0.132777,-0.427301
29420,147.1,0,0.595711,0.793744,0.122895,-0.238305,0.113084,0.424761
29420,147.1,1,-0.595711,-0.793744,-0.122895,0.238305,-0.113084,-0.424761
29440,147.2,0,0.571146,0.804055,0.1652,-0.252894,0.0931071,0.421159
29440,147.2,1,-0.571146,-0.804055,-0.1652,0.252894,-0.0931071,-0.421159
29460,147.3,0,0.545153,0.812357,0.207092,-0.26685,0.0728978,0.416504
29460,147.3,1,-0.545153,-0.812357,-0.207092,0.26685,-0.0728978,-0.416504
29480,147.4,0,0.517798,0.818629,0.248466,-0.28014,0.0525064,0.410809
29480,147.4,1,-0.517798,-0.818629,-0.248466,0.28014,-0.0525064,-0.410809
29500,147.5,0,0.489149,0.822854,0.289219,-0.292729,0.0319837,0.404086
29500,147.5,1,-0.489149,-0.822854,-0.289219,0.292729,-0.0319837,-0.404086
29520,147.6,0,0.459277,0.825023,0.32925,-0.304587,0.011381,0.396354
29520,147.6,1,-0.459277,-0.825023,-0.32925,0.304587,-0.011381,-0.396354
29540,147.7,0,0.428257,0.82513,0.368457,-0.315684,-0.00925008,0.387631
29540,147.7,1,-0.428257,-0.82513,-0.368457,0.315684,0.00925008,-0.387631
29560,147.8,0,0.396166,0.823174,0.406744,-0.325991,-0.0298581,0.377939
29560,147.8,1,-0.396166,-0.823174,-0.406744,0.325991,0.0298581,-0.377939
29580,147.9,0,0.363085,0.81916,0.444013,-0.335484,-0.0503914,0.367302
29580,147.9,1,-0.363085,-0.81916,-0.444013,0.335484,0.0503914,-0.367302
29600,148,0,0.329097,0.8131,0.480173,-0.344138,-0.0707988,0.355747
29600,148,1,-0.329097,-0.8131,-0.480173,0.344138,0.0707988,-0.355747
29620,148.1,0,0.294287,0.805007,0.515133,-0.351931,-0.0910293,0.343304
29620,148.1,1,-0.294287,-0.805007,-0.515133,0.351931,0.0910293,-0.343304
29640,148.2,0,0.25874,0.794901,0.548806,-0.358846,-0.111032,0.330002
29640,148.2,1,-0.25874,-0.794901,-0.548806,0.358846,0.111032,-0.330002
29660,148.3,0,0.222547,0.782809,0.581106,-0.364863,-0.130758,0.315875
29660,148.3,1,-0.222547,-0.782809,-0.581106,0.364863,0.130758,-0.315875
29680,148.4,0,0.185798,0.768761,0.611954,-0.369968,-0.150156,0.300958
29680,148.4,1,-0.185798,-0.768761,-0.611954,0.369968,0.150156,-0.300958
29700,148.5,0,0.148584,0.752791,0.641273,-0.374149,-0.16918,0.28529
29700,148.5,1,-0.148584,-0.752791,-0.641273,0.374149,0.16918,-0.28529
29720,148.6,0,0.110999,0.734939,0.668989,-0.377394,-0.18778,0.268908
29720,148.6,1,-0.110999,-0.734939,-0.668989,0.377394,0.18778,-0.268908
29740,148.7,0,0.0731368,0.71525,0.695032,-0.379697,-0.205911,0.251855
29740,148.7,1,-0.0731368,-0.71525,-0.695032,0.379697,0.205911,-0.251855
29760,148.8,0,0.0350915,0.693774,0.719339,-0.38105,-0.223527,0.234171
29760,148.8,1,-0.0350915,-0.693774,-0.719339,0.38105,0.223527,-0.234171
29780,148.9,0,-0.00304151,0.670563,0.741847,-0.38145,-0.240585,0.215903
29780,148.9,1,0.00304151,-0.670563,-0.741847,0.38145,0.240585,-0.215903
29800,149,0,-0.0411669,0.645677,0.762501,-0.380898,-0.257042,0.197094
29800,149,1,0.0411669,-0.645677,-0.762501,0.380898,0.257042,-0.197094
29820,149.1,0,-0.0791894,0.619176,0.78125,-0.379393,-0.272855,0.177794
29820,149.1,1,0.0791894,-0.619176,-0.78125,0.379393,0.272855,-0.177794
29840,149.2,0,-0.117014,0.591128,0.798045,-0.37694,-0.287987,0.158048
29840,149.2,1,0.117014,-0.591128,-0.798045,0.37694,0.287987,-0.158048
29860,149.3,0,-0.154546,0.561603,0.812846,-0.373545,-0.3024,0.137908
29860,149.3,1,0.154546,-0.561603,-0.812846,0.373545,0.3024,-0.137908
29880,149.4,0,-0.191692,0.530674,0.825615,-0.369216,-0.316056,0.117423
29880,149.4,1,0.191692,-0.530674,-0.825615,0.369216,0.316056,-0.117423
29900,149.5,0,-0.228359,0.498418,0.836321,-0.363964,-0.328922,0.0966445
29900,149.5,1,0.228359,-0.498418,-0.836321,0.363964,0.328922,-0.0966445
29920,149.6,0,-0.264454,0.464916,0.844936,-0.357803,-0.340966,0.0756245
29920,149.6,1,0.264454,-0.464916,-0.844936,0.357803,0.340966,-0.0756245
29940,149.7,0,-0.299889,0.430253,0.85144,-0.350747,-0.352158,0.0544154
29940,149.7,1,0.299889,-0.430253,-0.85144,0.350747,0.352158,-0.0544154
29960,149.8,0,-0.334575,0.394514,0.855815,-0.342815,-0.36247,0.0330703
29960,149.8,1,0.334575,-0.394514,-0.855815,0.342815,0.36247,-0.0330703
29980,149.9,0,-0.368424,0.357789,0.858051,-0.334025,-0.371876,0.0116425
29980,149.9,1,0.368424,-0.357789,-0.858051,0.334025,0.371876,-0.0116425
30000,150,0,-0.401352,0.32017,0.858142,-0.324401,-0.380352,-0.00981434
30000,150,1,0.401352,-0.32017,-0.858142,0.324401,0.380352,0.00981434
30020,150.1,0,-0.433277,0.28175,0.856089,-0.313966,-0.387877,-0.0312467
30020,150.1,1,0.433277,-0.28175,-0.856089,0.313966,0.387877,0.0312467
