step,time,id,x,y,z,vx,vy,vz
9680,48.4,1,0.0149321,-0.662982,-0.748487,0.38138,0.245782,-0.210095
9700,48.5,0,-0.0530357,0.637585,0.768553,-0.380531,-0.262042,0.191128
9700,48.5,1,0.0530357,-0.637585,-0.768553,0.380531,0.262042,-0.191128
9720,48.6,0,-0.0910067,0.610595,0.786697,-0.37873,-0.277648,0.171684
9720,48.6,1,0.0910067,-0.610595,-0.786697,0.37873,0.277648,-0.171684
9740,48.7,0,-0.12875,0.582079,0.802875,-0.375982,-0.292559,0.15181
9740,48.7,1,0.12875,-0.582079,-0.802875,0.375982,0.292559,-0.15181
9760,48.8,0,-0.166172,0.552108,0.817046,-0.372295,-0.30674,0.131557
9760,48.8,1,0.166172,-0.552108,-0.817046,0.372295,0.30674,-0.131557
9780,48.9,0,-0.203178,0.520757,0.829175,-0.367677,-0.320153,0.110975
9780,48.9,1,0.203178,-0.520757,-0.829175,0.367677,0.320153,-0.110975
9800,49,0,-0.239677,0.488104,0.839232,-0.36214,-0.332766,0.0901151
9800,49,1,0.239677,-0.488104,-0.839232,0.36214,0.332766,-0.0901151
9820,49.1,0,-0.275576,0.454231,0.847191,-0.355698,-0.344548,0.0690305
9820,49.1,1,0.275576,-0.454231,-0.847191,0.355698,0.344548,-0.0690305
9840,49.2,0,-0.310787,0.419223,0.853032,-0.348367,-0.355469,0.0477733
9840,49.2,1,0.310787,-0.419223,-0.853032,0.348367,0.355469,-0.0477733
9860,49.3,0,-0.345221,0.383167,0.856742,-0.340165,-0.3655,0.0263967
9860,49.3,1,0.345221,-0.383167,-0.856742,0.340165,0.3655,-0.0263967
9880,49.4,0,-0.378792,0.346153,0.85831,-0.331113,-0.374619,0.00495409
9880,49.4,1,0.378792,-0.346153,-0.85831,0.331113,0.374619,-0.00495409
9900,49.5,0,-0.411416,0.308274,0.857732,-0.321234,-0.382801,-0.0165009
9900,49.5,1,0.411416,-0.308274,-0.857732,0.321234,0.382801,0.0165009
9920,49.6,0,-0.443012,0.269625,0.855011,-0.310551,-0.390026,-0.0379146
9920,49.6,1,0.443012,-0.269625,-0.855011,0.310551,0.390026,0.0379146
9940,49.7,0,-0.4735,0.230301,0.850152,-0.299092,-0.396276,-0.0592336
9940,49.7,1,0.4735,-0.230301,-0.850152,0.299092,0.396276,0.0592336
9960,49.8,0,-0.502805,0.190402,0.843169,-0.286886,-0.401536,-0.0804045
9960,49.8,1,0.502805,-0.190402,-0.843169,0.286886,0.401536,0.0804045
9980,49.9,0,-0.530854,0.150027,0.834078,-0.273963,-0.405793,-0.101374
9980,49.9,1,0.530854,-0.150027,-0.834078,0.273963,0.405793,0.101374
10000,50,0,-0.557575,0.109278,0.822902,-0.260354,-0.409035,-0.122091
10000,50,1,0.557575,-0.109278,-0.822902,0.260354,0.409035,0.122091
10020,50.1,0,-0.582903,0.0682545,0.80967,-0.246096,-0.411254,-0.142502
10020,50.1,1,0.582903,-0.0682545,-0.80967,0.246096,0.411254,0.142502
10040,50.2,0,-0.606774,0.0270609,0.794414,-0.231221,-0.412446,-0.162558
10040,50.2,1,0.606774,-0.0270609,-0.794414,0.231221,0.412446,0.162558
10060,50.3,0,-0.629128,-0.0142004,0.777172,-0.21577,-0.412607,-0.182207
10060,50.3,1,0.629128,0.0142004,-0.777172,0.21577,0.412607,0.182207
10080,50.4,0,-0.64991,-0.0554262,0.757988,-0.199778,-0.411736,-0.2014
10080,50.4,1,0.64991,0.0554262,-0.757988,0.199778,0.411736,0.2014
10100,50.5,0,-0.669067,-0.0965134,0.736909,-0.183288,-0.409837,-0.22009
10100,50.5,1,0.669067,0.0965134,-0.736909,0.183288,0.409837,0.22009
10120,50.6,0,-0.686552,-0.137359,0.713988,-0.166339,-0.406913,-0.23823
10120,50.6,1,0.686552,0.137359,-0.713988,0.166339,0.406913,0.23823
10140,50.7,0,-0.702321,-0.177862,0.689283,-0.148974,-0.402971,-0.255775
10140,50.7,1,0.702321,0.177862,-0.689283,0.148974,0.402971,0.255775
10160,50.8,0,-0.716334,-0.21792,0.662854,-0.131237,-0.398023,-0.27268
10160,50.8,1,0.716334,0.21792,-0.662854,0.131237,0.398023,0.27268
10180,50.9,0,-0.728558,-0.257434,0.634769,-0.113173,-0.39208,-0.288903
10180,50.9,1,0.728558,0.257434,-0.634769,0.113173,0.39208,0.288903
10200,51,0,-0.73896,-0.296304,0.605098,-0.0948248,-0.385157,-0.304405
10200,51,1,0.73896,0.296304,-0.605098,0.0948248,0.385157,0.304405
10220,51.1,0,-0.747515,-0.334433,0.573914,-0.07624,-0.377271,-0.319146
10220,51.1,1,0.747515,0.334433,-0.573914,0.07624,0.377271,0.319146
10240,51.2,0,-0.754201,-0.371726,0.541295,-0.0574646,-0.368442,-0.333089
10240,51.2,1,0.754201,0.371726,-0.541295,0.0574646,0.368442,0.333089
10260,51.3,0,-0.759003,-0.408091,0.507323,-0.0385457,-0.358692,-0.346199
10260,51.3,1,0.759003,0.408091,-0.507323,0.0385457,0.358692,0.346199
10280,51.4,0,-0.761907,-0.443435,0.472084,-0.0195303,-0.348046,-0.358444
10280,51.4,1,0.761907,0.443435,-0.472084,0.0195303,0.348046,0.358444
10300,51.5,0,-0.762907,-0.477671,0.435664,-0.000466222,-0.33653,-0.369793
10300,51.5,1,0.762907,0.477671,-0.435664,0.000466222,0.33653,0.369793
10320,51.6,0,-0.762,-0.510713,0.398156,0.0185991,-0.324173,-0.380218
10320,51.6,1,0.762,0.510713,-0.398156,-0.0185991,0.324173,0.380218
10340,51.7,0,-0.759189,-0.542479,0.359652,0.0376179,-0.311005,-0.389693
10340,51.7,1,0.759189,0.542479,-0.359652,-0.0376179,0.311005,0.389693
10360,51.8,0,-0.75448,-0.572888,0.32025,0.0565426,-0.29706,-0.398194
10360,51.8,1,0.75448,0.572888,-0.32025,-0.0565426,0.29706,0.398194
10380,51.9,0,-0.747885,-0.601866,0.280047,0.0753261,-0.282373,-0.405699
10380,51.9,1,0.747885,0.601866,-0.280047,-0.0753261,0.282373,0.405699
10400,52,0,-0.739421,-0.629339,0.239144,0.0939212,-0.266979,-0.41219
10400,52,1,0.739421,0.629339,-0.239144,-0.0939212,0.266979,0.41219
10420,52.1,0,-0.729109,-0.65524,0.197643,0.112282,-0.250919,-0.417651
10420,52.1,1,0.729109,0.65524,-0.197643,-0.112282,0.250919,0.417651
10440,52.2,0,-0.716974,-0.679502,0.155648,0.130361,-0.234231,-0.422068
10440,52.2,1,0.716974,0.679502,-0.155648,-0.130361,0.234231,0.422068
10460,52.3,0,-0.703047,-0.702066,0.113264,0.148115,-0.216958,-0.42543
10460,52.3,1,0.703047,0.702066,-0.113264,-0.148115,0.216958,0.42543
10480,52.4,0,-0.687363,-0.722876,0.0705976,0.165499,-0.199142,-0.427729
10480,52.4,1,0.687363,0.722876,-0.0705976,-0.165499,0.199142,0.427729
10500,52.5,0,-0.669961,-0.741878,0.0277543,0.182469,-0.180829,-0.428958
10500,52.5,1,0.669961,0.741878,-0.0277543,-0.182469,0.180829,0.428958
10520,52.6,0,-0.650885,-0.759027,-0.0151584,0.198983,-0.162064,-0.429116
10520,52.6,1,0.650885,0.759027,0.0151584,-0.198983,0.162064,0.429116
10540,52.7,0,-0.630181,-0.774278,-0.0580333,0.215,-0.142894,-0.428201
10540,52.7,1,0.630181,0.774278,0.0580333,-0.215,0.142894,0.428201
10560,52.8,0,-0.607903,-0.787594,-0.100763,0.230479,-0.123366,-0.426216
10560,52.8,1,0.607903,0.787594,0.100763,-0.230479,0.123366,0.426216
10580,52.9,0,-0.584104,-0.798941,-0.143241,0.245382,-0.103531,-0.423165
10580,52.9,1,0.584104,0.798941,0.143241,-0.245382,0.103531,0.423165
10600,53,0,-0.558847,-0.808291,-0.185361,0.259672,-0.0834362,-0.419056
10600,53,1,0.558847,0.808291,0.185361,-0.259672,0.0834362,0.419056
10620,53.1,0,-0.532192,-0.815621,-0.227017,0.273313,-0.0631332,-0.413901
10620,53.1,1,0.532192,0.815621,0.227017,-0.273313,0.0631332,0.413901
10640,53.2,0,-0.504207,-0.820912,-0.268107,0.28627,-0.0426724,-0.40771
10640,53.2,1,0.504207,0.820912,0.268107,-0.28627,0.0426724,0.40771
10660,53.3,0,-0.474961,-0.824152,-0.308526,0.298512,-0.0221049,-0.400501
10660,53.3,1,0.474961,0.824152,0.308526,-0.298512,0.0221049,0.400501
10680,53.4,0,-0.444529,-0.825332,-0.348173,0.310008,-0.00148214,-0.392291
10680,53.4,1,0.444529,0.825332,0.348173,-0.310008,0.00148214,0.392291
10700,53.5,0,-0.412986,-0.824448,-0.386951,0.320729,0.0191443,-0.3831
10700,53.5,1,0.412986,0.824448,0.386951,-0.320729,-0.0191443,0.3831
10720,53.6,0,-0.38041,-0.821504,-0.424762,0.330649,0.0397229,-0.372951
10720,53.6,1,0.38041,0.821504,0.424762,-0.330649,-0.0397229,0.372951
10740,53.7,0,-0.346883,-0.816507,-0.46151,0.339742,0.0602022,-0.361871
10740,53.7,1,0.346883,0.816507,0.46151,-0.339742,-0.0602022,0.361871
10760,53.8,0,-0.31249,-0.809469,-0.497106,0.347986,0.080531,-0.349885
10760,53.8,1,0.31249,0.809469,0.497106,-0.347986,-0.080531,0.349885
10780,53.9,0,-0.277315,-0.800408,-0.531458,0.35536,0.100659,-0.337026
10780,53.9,1,0.277315,0.800408,0.531458,-0.35536,-0.100659,0.337026
10800,54,0,-0.241447,-0.789346,-0.564483,0.361846,0.120534,-0.323324
10800,54,1,0.241447,0.789346,0.564483,-0.361846,-0.120534,0.323324
10820,54.1,0,-0.204976,-0.776311,-0.596096,0.367427,0.140109,-0.308814
10820,54.1,1,0.204976,0.776311,0.596096,-0.367427,-0.140109,0.308814
10840,54.2,0,-0.167993,-0.761335,-0.62622,0.37209,0.159334,-0.293532
10840,54.2,1,0.167993,0.761335,0.62622,-0.37209,-0.159334,0.293532
10860,54.3,0,-0.130589,-0.744457,-0.654778,0.375823,0.17816,-0.277516
10860,54.3,1,0.130589,0.744457,0.654778,-0.375823,-0.17816,0.277516
10880,54.4,0,-0.0928592,-0.725718,-0.6817,0.378617,0.196541,-0.260807
10880,54.4,1,0.0928592,0.725718,0.6817,-0.378617,-0.196541,0.260807
10900,54.5,0,-0.0548972,-0.705165,-0.706918,0.380464,0.21443,-0.243445
10900,54.5,1,0.0548972,0.705165,0.706918,-0.380464,-0.21443,0.243445
10920,54.6,0,-0.016798,-0.68285,-0.730369,0.38136,0.231784,-0.225476
10920,54.6,1,0.016798,0.68285,0.730369,-0.38136,-0.231784,0.225476
10940,54.7,0,0.0213432,-0.658828,-0.751994,0.381304,0.248558,-0.206942
10940,54.7,1,-0.0213432,0.658828,0.751994,-0.381304,-0.248558,0.206942
10960,54.8,0,0.059431,-0.633159,-0.77174,0.380294,0.264711,-0.187892
10960,54.8,1,-0.059431,0.633159,0.77174,-0.380294,-0.264711,0.187892
10980,54.9,0,0.0973703,-0.605908,-0.789557,0.378333,0.280203,-0.168372
10980,54.9,1,-0.0973703,0.605908,0.789557,-0.378333,-0.280203,0.168372
11000,55,0,0.135066,-0.577142,-0.8054,0.375427,0.294994,-0.148431
11000,55,1,-0.135066,0.577142,0.8054,-0.375427,-0.294994,0.148431
11020,55.1,0,0.172425,-0.546933,-0.819231,0.371583,0.309048,-0.128119
11020,55.1,1,-0.172425,0.546933,0.819231,-0.371583,-0.309048,0.128119
11040,55.2,0,0.209352,-0.515358,-0.831014,0.36681,0.322329,-0.107487
11040,55.2,1,-0.209352,0.515358,0.831014,-0.36681,-0.322329,0.107487
11060,55.3,0,0.245756,-0.482494,-0.840719,0.36112,0.334805,-0.0865859
11060,55.3,1,-0.245756,0.482494,0.840719,-0.36112,-0.334805,0.0865859
11080,55.4,0,0.281546,-0.448425,-0.848324,0.354527,0.346443,-0.0654687
11080,55.4,1,-0.281546,0.448425,0.848324,-0.354527,-0.346443,0.0654687
11100,55.5,0,0.316632,-0.413235,-0.853808,0.347048,0.357216,-0.0441878
11100,55.5,1,-0.316632,0.413235,0.853808,-0.347048,-0.357216,0.0441878
11120,55.6,0,0.350927,-0.377011,-0.857157,0.338702,0.367096,-0.0227965
11120,55.6,1,-0.350927,0.377011,0.857157,-0.338702,-0.367096,0.0227965
11140,55.7,0,0.384344,-0.339846,-0.858365,0.32951,0.376059,-0.00134816
11140,55.7,1,-0.384344,0.339846,0.858365,-0.32951,-0.376059,0.00134816
11160,55.8,0,0.416801,-0.301831,-0.857427,0.319493,0.384081,0.0201035
11160,55.8,1,-0.416801,0.301831,0.857427,-0.319493,-0.384081,-0.0201035
11180,55.9,0,0.448216,-0.263061,-0.854346,0.308678,0.391144,0.0415049
11180,55.9,1,-0.448216,0.263061,0.854346,-0.308678,-0.391144,-0.0415049
11200,56,0,0.478511,-0.223635,-0.849129,0.297092,0.397229,0.0628026
11200,56,1,-0.478511,0.223635,0.849129,-0.297092,-0.397229,-0.0628026
11220,56.1,0,0.50761,-0.183649,-0.841791,0.284763,0.402321,0.0839433
11220,56.1,1,-0.50761,0.183649,0.841791,-0.284763,-0.402321,-0.0839433
11240,56.2,0,0.53544,-0.143204,-0.832348,0.271722,0.406407,0.104874
11240,56.2,1,-0.53544,0.143204,0.832348,-0.271722,-0.406407,-0.104874
11260,56.3,0,0.561932,-0.102401,-0.820824,0.258002,0.409478,0.125543
11260,56.3,1,-0.561932,0.102401,0.820824,-0.258002,-0.409478,-0.125543
11280,56.4,0,0.587019,-0.0613423,-0.80725,0.243638,0.411525,0.145898
11280,56.4,1,-0.587019,0.0613423,0.80725,-0.243638,-0.411525,-0.145898
11300,56.5,0,0.610639,-0.0201302,-0.791657,0.228664,0.412544,0.165888
11300,56.5,1,-0.610639,0.0201302,0.791657,-0.228664,-0.412544,-0.165888
11320,56.6,0,0.632733,0.0211322,-0.774086,0.213119,0.412531,0.185464
11320,56.6,1,-0.632733,-0.0211322,0.774086,-0.213119,-0.412531,-0.185464
11340,56.7,0,0.653245,0.0623418,-0.75458,0.197041,0.411488,0.204576
11340,56.7,1,-0.653245,-0.0623418,0.75458,-0.197041,-0.411488,-0.204576
11360,56.8,0,0.672125,0.103396,-0.733188,0.18047,0.409415,0.223177
11360,56.8,1,-0.672125,-0.103396,0.733188,-0.18047,-0.409415,-0.223177
11380,56.9,0,0.689324,0.144191,-0.709963,0.163449,0.40632,0.24122
11380,56.9,1,-0.689324,-0.144191,0.709963,-0.163449,-0.40632,-0.24122
11400,57,0,0.704801,0.184626,-0.684964,0.146019,0.402209,0.25866
11400,57,1,-0.704801,-0.184626,0.684964,-0.146019,-0.402209,-0.25866
11420,57.1,0,0.718516,0.224599,-0.658252,0.128224,0.397093,0.275453
11420,57.1,1,-0.718516,-0.224599,0.658252,-0.128224,-0.397093,-0.275453
11440,57.2,0,0.730435,0.264011,-0.629896,0.110108,0.390984,0.291558
11440,57.2,1,-0.730435,-0.264011,0.629896,-0.110108,-0.390984,-0.291558
11460,57.3,0,0.740528,0.302763,-0.599965,0.0917177,0.383898,0.306935
11460,57.3,1,-0.740528,-0.302763,0.599965,-0.0917177,-0.383898,-0.306935
11480,57.4,0,0.748771,0.340759,-0.568534,0.0730977,0.375852,0.321544
11480,57.4,1,-0.748771,-0.340759,0.568534,-0.0730977,-0.375852,-0.321544
11500,57.5,0,0.755142,0.377903,-0.535683,0.0542951,0.366867,0.335349
11500,57.5,1,-0.755142,-0.377903,0.535683,-0.0542951,-0.366867,-0.335349
11520,57.6,0,0.759625,0.414102,-0.501492,0.0353567,0.356965,0.348317
11520,57.6,1,-0.759625,-0.414102,0.501492,-0.0353567,-0.356965,-0.348317
11540,57.7,0,0.76221,0.449266,-0.466049,0.01633,0.346171,0.360413
11540,57.7,1,-0.76221,-0.449266,0.466049,-0.01633,-0.346171,-0.360413
11560,57.8,0,0.76289,0.483307,-0.42944,-0.00273756,0.334511,0.371609
11560,57.8,1,-0.76289,-0.483307,0.42944,0.00273756,-0.334511,-0.371609
11580,57.9,0,0.761663,0.51614,-0.391758,-0.0217983,0.322016,0.381876
11580,57.9,1,-0.761663,-0.51614,0.391758,0.0217983,-0.322016,-0.381876
11600,58,0,0.758532,0.547684,-0.353096,-0.0408045,0.308715,0.391189
11600,58,1,-0.758532,-0.547684,0.353096,0.0408045,-0.308715,-0.391189
11620,58.1,0,0.753506,0.577858,-0.313552,-0.0597088,0.294643,0.399523
11620,58.1,1,-0.753506,-0.577858,0.313552,0.0597088,-0.294643,-0.399523
11640,58.2,0,0.746595,0.606588,-0.273225,-0.0784638,0.279835,0.40686
11640,58.2,1,-0.746595,-0.606588,0.273225,0.0784638,-0.279835,-0.40686
11660,58.3,0,0.737819,0.633802,-0.232214,-0.0970227,0.264327,0.413179
11660,58.3,1,-0.737819,-0.633802,0.232214,0.0970227,-0.264327,-0.413179
11680,58.4,0,0.727199,0.659431,-0.190623,-0.115339,0.248158,0.418465
11680,58.4,1,-0.727199,-0.659431,0.190623,0.115339,-0.248158,-0.418465
11700,58.5,0,0.714761,0.683412,-0.148556,-0.133367,0.231369,0.422706
11700,58.5,1,-0.714761,-0.683412,0.148556,0.133367,-0.231369,-0.422706
11720,58.6,0,0.700537,0.705686,-0.106117,-0.151062,0.214002,0.42589
11720,58.6,1,-0.700537,-0.705686,0.106117,0.151062,-0.214002,-0.42589
11740,58.7,0,0.684561,0.726195,-0.0634135,-0.168379,0.1961,0.42801
11740,58.7,1,-0.684561,-0.726195,0.0634135,0.168379,-0.1961,-0.42801
11760,58.8,0,0.666875,0.744889,-0.020551,-0.185275,0.177708,0.429059
11760,58.8,1,-0.666875,-0.744889,0.020551,0.185275,-0.177708,-0.429059
11780,58.9,0,0.647522,0.761722,0.0223627,-0.201709,0.158871,0.429037
11780,58.9,1,-0.647522,-0.761722,-0.0223627,0.201709,-0.158871,-0.429037
11800,59,0,0.62655,0.77665,0.0652206,-0.217638,0.139638,0.427942
11800,59,1,-0.62655,-0.77665,-0.0652206,0.217638,-0.139638,-0.427942
11820,59.1,0,0.604012,0.789638,0.107916,-0.233023,0.120055,0.425777
11820,59.1,1,-0.604012,-0.789638,-0.107916,0.233023,-0.120055,-0.425777
11840,59.2,0,0.579965,0.800651,0.150341,-0.247826,0.100172,0.422548
11840,59.2,1,-0.579965,-0.800651,-0.150341,0.247826,-0.100172,-0.422548
11860,59.3,0,0.554467,0.809664,0.19239,-0.262009,0.0800394,0.418263
11860,59.3,1,-0.554467,-0.809664,-0.19239,0.262009,-0.0800394,-0.418263
11880,59.4,0,0.527585,0.816653,0.233959,-0.275537,0.0597063,0.412933
11880,59.4,1,-0.527585,-0.816653,-0.233959,0.275537,-0.0597063,-0.412933
11900,59.5,0,0.499383,0.8216,0.274942,-0.288377,0.039224,0.40657
11900,59.5,1,-0.499383,-0.8216,-0.274942,0.288377,-0.039224,-0.40657
11920,59.6,0,0.469933,0.824494,0.315239,-0.300496,0.0186437,0.399191
11920,59.6,1,-0.469933,-0.824494,-0.315239,0.300496,-0.0186437,-0.399191
11940,59.7,0,0.439309,0.825327,0.354747,-0.311864,-0.00198329,0.390815
11940,59.7,1,-0.439309,-0.825327,-0.354747,0.311864,0.00198329,-0.390815
11960,59.8,0,0.407586,0.824098,0.393369,-0.322452,-0.0226053,0.381462
11960,59.8,1,-0.407586,-0.824098,-0.393369,0.322452,0.0226053,-0.381462
11980,59.9,0,0.374845,0.820808,0.431008,-0.332234,-0.0431708,0.371155
11980,59.9,1,-0.374845,-0.820808,-0.431008,0.332234,0.0431708,-0.371155
12000,60,0,0.341167,0.815467,0.467569,-0.341186,-0.0636284,0.35992
12000,60,1,-0.341167,-0.815467,-0.467569,0.341186,0.0636284,-0.35992
12020,60.1,0,0.306636,0.808088,0.502962,-0.349286,-0.083927,0.347786
12020,60.1,1,-0.306636,-0.808088,-0.502962,0.349286,0.083927,-0.347786
12040,60.2,0,0.271339,0.798689,0.537098,-0.356512,-0.104016,0.334783
12040,60.2,1,-0.271339,-0.798689,-0.537098,0.356512,0.104016,-0.334783
12060,60.3,0,0.235363,0.787293,0.569891,-0.362847,-0.123845,0.320943
12060,60.3,1,-0.235363,-0.787293,-0.569891,0.362847,0.123845,-0.320943
12080,60.4,0,0.1988,0.77393,0.60126,-0.368275,-0.143364,0.3063
12080,60.4,1,-0.1988,-0.77393,-0.60126,0.368275,0.143364,-0.3063
12100,60.5,0,0.161739,0.758632,0.631125,-0.372783,-0.162525,0.290892
12100,60.5,1,-0.161739,-0.758632,-0.631125,0.372783,0.162525,-0.290892
12120,60.6,0,0.124274,0.741439,0.659414,-0.376359,-0.18128,0.274757
12120,60.6,1,-0.124274,-0.741439,-0.659414,0.376359,0.18128,-0.274757
12140,60.7,0,0.0864986,0.722392,0.686054,-0.378994,-0.199581,0.257935
12140,60.7,1,-0.0864986,-0.722392,-0.686054,0.378994,0.199581,-0.257935
12160,60.8,0,0.0485069,0.701539,0.710979,-0.380682,-0.217384,0.240469
12160,60.8,1,-0.0485069,-0.701539,-0.710979,0.380682,0.217384,-0.240469
12180,60.9,0,0.0103939,0.678933,0.734128,-0.381418,-0.234643,0.222401
12180,60.9,1,-0.0103939,-0.678933,-0.734128,0.381418,0.234643,-0.222401
12200,61,0,-0.0277451,0.65463,0.755441,-0.381201,-0.251316,0.203778
12200,61,1,0.0277451,-0.65463,-0.755441,0.381201,0.251316,-0.203778
12220,61.1,0,-0.0658147,0.62869,0.774866,-0.380031,-0.267361,0.184645
12220,61.1,1,0.0658147,-0.62869,-0.774866,0.380031,0.267361,-0.184645
12240,61.2,0,-0.10372,0.60118,0.792355,-0.377912,-0.282738,0.165051
12240,61.2,1,0.10372,-0.60118,-0.792355,0.377912,0.282738,-0.165051
12260,61.3,0,-0.141366,0.572166,0.807863,-0.374848,-0.297408,0.145044
12260,61.3,1,0.141366,-0.572166,-0.807863,0.374848,0.297408,-0.145044
12280,61.4,0,-0.178658,0.541723,0.821352,-0.370847,-0.311334,0.124674
12280,61.4,1,0.178658,-0.541723,-0.821352,0.370847,0.311334,-0.124674
12300,61.5,0,-0.215504,0.509925,0.832787,-0.365918,-0.324482,0.103993
12300,61.5,1,0.215504,-0.509925,-0.832787,0.365918,0.324482,-0.103993
12320,61.6,0,-0.251811,0.476853,0.842142,-0.360076,-0.33682,0.0830525
12320,61.6,1,0.251811,-0.476853,-0.842142,0.360076,0.33682,-0.0830525
12340,61.7,0,-0.287489,0.442589,0.849391,-0.353333,-0.348315,0.061904
12340,61.7,1,0.287489,-0.442589,-0.849391,0.353333,0.348315,-0.061904
12360,61.8,0,-0.322449,0.407219,0.854517,-0.345707,-0.35894,0.0406007
12360,61.8,1,0.322449,-0.407219,-0.854517,0.345707,0.35894,-0.0406007
12380,61.9,0,-0.356602,0.370831,0.857508,-0.337217,-0.368668,0.019196
12380,61.9,1,0.356602,-0.370831,-0.857508,0.337217,0.368668,-0.019196
12400,62,0,-0.389864,0.333516,0.858355,-0.327885,-0.377474,-0.00225675
12400,62,1,0.389864,-0.333516,-0.858355,0.327885,0.377474,0.00225675
12420,62.1,0,-0.422152,0.295368,0.857057,-0.317732,-0.385336,-0.0237038
12420,62.1,1,0.422152,-0.295368,-0.857057,0.317732,0.385336,0.0237038
12440,62.2,0,-0.453384,0.256481,0.853616,-0.306786,-0.392236,-0.0450917
12440,62.2,1,0.453384,-0.256481,-0.853616,0.306786,0.392236,0.0450917
12460,62.3,0,-0.483483,0.216953,0.848042,-0.295073,-0.398155,-0.0663668
12460,62.3,1,0.483483,-0.216953,-0.848042,0.295073,0.398155,0.0663668
12480,62.4,0,-0.512374,0.176883,0.840348,-0.282622,-0.403079,-0.0874761
12480,62.4,1,0.512374,-0.176883,-0.840348,0.282622,0.403079,0.0874761
12500,62.5,0,-0.539984,0.136371,0.830554,-0.269465,-0.406996,-0.108367
12500,62.5,1,0.539984,-0.136371,-0.830554,0.269465,0.406996,0.108367
12520,62.6,0,-0.566245,0.0955179,0.818684,-0.255634,-0.409895,-0.128986
12520,62.6,1,0.566245,-0.0955179,-0.818684,0.255634,0.409895,0.128986
12540,62.7,0,-0.59109,0.0544261,0.804767,-0.241164,-0.41177,-0.149284
12540,62.7,1,0.59109,-0.0544261,-0.804767,0.241164,0.41177,0.149284
12560,62.8,0,-0.614458,0.0131982,0.788839,-0.226092,-0.412615,-0.169208
12560,62.8,1,0.614458,-0.0131982,-0.788839,0.226092,0.412615,0.169208
12580,62.9,0,-0.636289,-0.0280626,0.77094,-0.210454,-0.412429,-0.188709
12580,62.9,1,0.636289,0.0280626,-0.77094,0.210454,0.412429,0.188709
12600,63,0,-0.656531,-0.0692534,0.751113,-0.194291,-0.411212,-0.207739
12600,63,1,0.656531,0.0692534,-0.751113,0.194291,0.411212,0.207739
12620,63.1,0,-0.675131,-0.110271,0.729409,-0.177641,-0.408968,-0.226249
12620,63.1,1,0.675131,0.110271,-0.729409,0.177641,0.408968,0.226249
12640,63.2,0,-0.692044,-0.151013,0.705882,-0.160548,-0.405701,-0.244194
12640,63.2,1,0.692044,0.151013,-0.705882,0.160548,0.405701,0.244194
12660,63.3,0,-0.707228,-0.191377,0.680591,-0.143054,-0.40142,-0.261529
12660,63.3,1,0.707228,0.191377,-0.680591,0.143054,0.40142,0.261529
12680,63.4,0,-0.720643,-0.231264,0.653598,-0.125201,-0.396136,-0.27821
12680,63.4,1,0.720643,0.231264,-0.653598,0.125201,0.396136,0.27821
12700,63.5,0,-0.732257,-0.270572,0.624972,-0.107036,-0.389862,-0.294195
12700,63.5,1,0.732257,0.270572,-0.624972,0.107036,0.389862,0.294195
12720,63.6,0,-0.742042,-0.309204,0.594784,-0.0886038,-0.382613,-0.309445
12720,63.6,1,0.742042,0.309204,-0.594784,0.0886038,0.382613,0.309445
12740,63.7,0,-0.749971,-0.347063,0.563109,-0.0699498,-0.374408,-0.323922
12740,63.7,1,0.749971,0.347063,-0.563109,0.0699498,0.374408,0.323922
12760,63.8,0,-0.756026,-0.384054,0.530026,-0.0511209,-0.365268,-0.337589
12760,63.8,1,0.756026,0.384054,-0.530026,0.0511209,0.365268,0.337589
12780,63.9,0,-0.760191,-0.420086,0.495619,-0.0321643,-0.355214,-0.350412
12780,63.9,1,0.760191,0.420086,-0.495619,0.0321643,0.355214,0.350412
12800,64,0,-0.762456,-0.455067,0.459973,-0.0131273,-0.344272,-0.362359
12800,64,1,0.762456,0.455067,-0.459973,0.0131273,0.344272,0.362359
12820,64.1,0,-0.762815,-0.488912,0.423177,0.00594257,-0.33247,-0.373401
12820,64.1,1,0.762815,0.488912,-0.423177,-0.00594257,0.33247,0.373401
12840,64.2,0,-0.761268,-0.521534,0.385324,0.0249975,-0.319837,-0.383509
12840,64.2,1,0.761268,0.521534,-0.385324,-0.0249975,0.319837,0.383509
12860,64.3,0,-0.757818,-0.552852,0.346507,0.04399,-0.306404,-0.392659
12860,64.3,1,0.757818,0.552852,-0.346507,-0.04399,0.306404,0.392659
12880,64.4,0,-0.752474,-0.582789,0.306825,0.0628726,-0.292206,-0.400828
12880,64.4,1,0.752474,0.582789,-0.306825,-0.0628726,0.292206,0.400828
12900,64.5,0,-0.745248,-0.611269,0.266375,0.081598,-0.277277,-0.407994
12900,64.5,1,0.745248,0.611269,-0.266375,-0.081598,0.277277,0.407994
12920,64.6,0,-0.736161,-0.638221,0.22526,0.100119,-0.261655,-0.414141
12920,64.6,1,0.736161,0.638221,-0.22526,-0.100119,0.261655,0.414141
12940,64.7,0,-0.725233,-0.663578,0.183581,0.118391,-0.245379,-0.419252
12940,64.7,1,0.725233,0.663578,-0.183581,-0.118391,0.245379,0.419252
12960,64.8,0,-0.712492,-0.687277,0.141444,0.136366,-0.22849,-0.423316
12960,64.8,1,0.712492,0.687277,-0.141444,-0.136366,0.22849,0.423316
