step,time,kinetic,potential,total,Px,Py
5450,10.9,0.253262,-0.277096,-0.0238336,-1.95109e-05,5.3309e-05
5500,11,0.265705,-0.289537,-0.0238321,-1.72386e-05,5.14603e-05
5550,11.1,0.278536,-0.302362,-0.0238263,-2.12242e-05,4.52464e-05
5600,11.2,0.290552,-0.314372,-0.0238197,-3.19841e-05,3.58426e-05
5650,11.3,0.300761,-0.324577,-0.0238155,-3.50005e-05,2.9703e-05
5700,11.4,0.307473,-0.331283,-0.0238096,-3.53659e-05,2.71241e-05
5750,11.5,0.30941,-0.333221,-0.0238103,-3.13542e-05,2.82221e-05
5800,11.6,0.307826,-0.331634,-0.0238076,-3.1002e-05,3.12534e-05
5850,11.7,0.302577,-0.326382,-0.0238053,-3.21425e-05,3.28456e-05
5900,11.8,0.295864,-0.31967,-0.0238057,-3.6946e-05,3.5021e-05
5950,11.9,0.2888,-0.312611,-0.02381,-3.94418e-05,3.36614e-05
6000,12,0.280939,-0.304753,-0.0238142,-3.82303e-05,3.20786e-05
6050,12.1,0.27248,-0.296293,-0.023813,-3.55539e-05,3.27496e-05
6100,12.2,0.26427,-0.288082,-0.023812,-3.47164e-05,3.51323e-05
6150,12.3,0.256397,-0.280207,-0.0238106,-3.42081e-05,3.72605e-05
6200,12.4,0.249237,-0.273048,-0.0238111,-3.33607e-05,3.90745e-05
6250,12.5,0.243239,-0.267051,-0.0238121,-3.64792e-05,4.04626e-05
6300,12.6,0.238704,-0.262516,-0.0238124,-3.92539e-05,3.66354e-05
6350,12.7,0.234809,-0.258623,-0.023814,-3.91033e-05,3.28078e-05
6400,12.8,0.23132,-0.255138,-0.0238179,-3.56423e-05,2.84996e-05
6450,12.9,0.228243,-0.252064,-0.0238215,-3.11053e-05,3.03154e-05
6500,13,0.225876,-0.249702,-0.0238263,-2.67585e-05,3.377e-05
6550,13.1,0.224187,-0.248017,-0.0238306,-2.32238e-05,3.3412e-05
6600,13.2,0.222993,-0.246823,-0.0238298,-1.89303e-05,2.98096e-05
6650,13.3,0.221556,-0.245385,-0.023829,-1.86522e-05,3.0077e-05
6700,13.4,0.220809,-0.244642,-0.0238322,-2.22464e-05,2.58777e-05
6750,13.5,0.221623,-0.245456,-0.0238326,-2.49668e-05,2.42014e-05
6800,13.6,0.224018,-0.247846,-0.0238286,-2.51492e-05,2.12603e-05
6850,13.7,0.228214,-0.252041,-0.023827,-2.62461e-05,1.74119e-05
6900,13.8,0.233466,-0.257293,-0.0238265,-2.50641e-05,1.57865e-05
6950,13.9,0.239286,-0.26311,-0.0238246,-2.37791e-05,1.22492e-05
7000,14,0.244652,-0.268476,-0.023824,-2.17057e-05,9.095e-06
7050,14.1,0.249837,-0.273662,-0.0238249,-2.26042e-05,7.19545e-06
7100,14.2,0.254703,-0.278528,-0.0238245,-2.36979e-05,4.54616e-06
7150,14.3,0.259241,-0.283062,-0.023821,-2.79163e-05,9.3209e-07
7200,14.4,0.262955,-0.286778,-0.0238224,-2.82901e-05,-8.35466e-07
7250,14.5,0.266201,-0.290026,-0.0238248,-2.75264e-05,-3.92514e-06
7300,14.6,0.269355,-0.293179,-0.0238239,-2.80092e-05,-5.45837e-06
7350,14.7,0.271439,-0.295262,-0.0238225,-2.67176e-05,-5.8636e-06
7400,14.8,0.271732,-0.295552,-0.0238206,-2.51678e-05,-5.9402e-06
7450,14.9,0.270782,-0.294598,-0.0238163,-2.51185e-05,-7.49011e-06
7500,15,0.268734,-0.292546,-0.0238119,-2.48388e-05,-1.03728e-05
7550,15.1,0.265917,-0.289729,-0.0238118,-2.23525e-05,-1.61272e-05
7600,15.2,0.262776,-0.28659,-0.0238133,-1.71332e-05,-1.58659e-05
7650,15.3,0.259768,-0.283585,-0.0238171,-1.44636e-05,-1.29951e-05
7700,15.4,0.255955,-0.279773,-0.023818,-1.51418e-05,-9.50732e-06
7750,15.5,0.252038,-0.275859,-0.0238206,-1.45998e-05,-8.95287e-06
7800,15.6,0.248916,-0.272739,-0.0238236,-1.36271e-05,-1.17736e-05
7850,15.7,0.246207,-0.270033,-0.0238258,-1.0812e-05,-1.15494e-05
7900,15.8,0.244441,-0.268267,-0.0238265,-9.05994e-06,-1.12117e-05
7950,15.9,0.242725,-0.266553,-0.0238271,-1.07187e-05,-1.04746e-05
8000,16,0.2407,-0.264529,-0.0238288,-1.02693e-05,-9.76776e-06
8050,16.1,0.238562,-0.262391,-0.023829,-1.14361e-05,-6.63159e-06
8100,16.2,0.236531,-0.260359,-0.0238276,-1.56781e-05,-5.53218e-06
8150,16.3,0.235582,-0.259411,-0.0238292,-1.69753e-05,-6.61285e-06
8200,16.4,0.235535,-0.259365,-0.0238292,-1.51591e-05,-9.54309e-06
8250,16.5,0.236383,-0.260211,-0.0238279,-1.09161e-05,-1.32474e-05
8300,16.6,0.237317,-0.261144,-0.0238266,-9.63692e-06,-1.04109e-05
8350,16.7,0.238285,-0.262109,-0.0238239,-9.61118e-06,-6.6218e-06
8400,16.8,0.23992,-0.263742,-0.0238213,-9.02179e-06,-5.97597e-06
8450,16.9,0.242372,-0.266194,-0.023822,-8.19867e-06,-4.31201e-06
8500,17,0.245015,-0.268842,-0.0238264,-6.74536e-06,-5.5641e-07
8550,17.1,0.248318,-0.272147,-0.0238292,-6.22564e-06,2.8551e-06
8600,17.2,0.25222,-0.276049,-0.0238297,-4.56935e-06,7.26396e-06
8650,17.3,0.25635,-0.280179,-0.023829,-4.84691e-06,1.19468e-05
8700,17.4,0.259992,-0.283824,-0.0238323,-7.24255e-06,1.56613e-05
8750,17.5,0.262704,-0.286539,-0.023835,-1.3228e-05,1.7825e-05
8800,17.6,0.264302,-0.288136,-0.0238345,-1.58066e-05,1.95651e-05
8850,17.7,0.264515,-0.288345,-0.02383,-1.68557e-05,2.02185e-05
8900,17.8,0.263321,-0.287149,-0.0238278,-1.88737e-05,2.19496e-05
